candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support
John Michael Galbraith,OH5forGalbraith,,OH,U.S. House Ohio District 5,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-23.809999,73.199997,Yes,,No,No,No,No,No,No,,,No,,,,,,,,,,
Shawna Roberts,RobertsOhioD6,,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-37.610001,74.5,Yes,,No,No,No,No,No,No,,,,,,,,,,Yes,,,
Werner Lange,lange4congress,,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Lost,None,None,-37.610001,25.5,No,,No,No,No,No,No,No,,,,,,,,,,No,,,
Ken Harbaugh,Team_Harbaugh,,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-27.18,80.199997,Yes,,Yes,No,No,No,No,No,Yes,,No,,,,,,,,,Yes,
Patrick Pikus,,,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Lost,None,None,-27.18,19.799999,No,,No,No,No,No,No,No,No,,No,,,,,,,,,No,
Bill Ebben,bill_ebben,,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,-34.779999,12.18,No,,Yes,No,No,No,No,No,,,No,,,,,,,,,,
Matthew Guyette,,,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,-34.779999,13.63,No,,No,Yes,No,No,No,No,,,No,,,,,,,,,,
Ted Jones,TJones4Congress,,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,-34.779999,16.280001,No,,No,No,No,No,No,No,,,No,,,,,,,,,,
Vanessa Enoch,DrVEnoch,,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-34.779999,57.91,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,,,,,,,
Constance Johnson,ConstanceForOH,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,-38.209999,38.619999,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,Yes,,,,,,
Drew Edmondson,DrewForOklahoma,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Advanced,None,On the Ballot,-38.209999,61.380001,Yes,White,Yes,No,Yes,No,No,No,,,,,,,No,,,,,,
Amanda Douglas,Amanda4Congress,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,,-31.959999,32.41,,,No,No,No,No,No,No,,,Yes,,,,,,,,,,
David Matthew Hullum,,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,,-31.959999,5.02,,,No,No,No,No,No,No,,,No,,,,,,,,,,
Gwendolyn Fields,Cd1Gwen,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,,-31.959999,19.620001,,,No,No,No,No,No,No,,,No,,,,,,,,,,
Mark Keeter,Keeter4Congress,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,,-31.959999,8.46,,,No,No,No,No,No,No,,,No,,,,,,,,,,
Tim Gilpin,Gilpin4Congress,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,,-31.959999,34.48,,,No,No,No,No,No,No,,,No,,,,,,,,,,
Clay Padgett,Claypadgett2,,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,On the Ballot,,-49.009998,24.23,,,Yes,No,No,No,No,No,,,,,,,,,,,,,
Elijah McIntosh,EliForCongress,,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Lost,None,,-49.009998,19.02,,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,
Jason Nichols,jmnichols75,jn4ush,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,On the Ballot,,-49.009998,37.880001,,Nonwhite,No,No,Yes,No,Yes,No,,,,,,,,,,,,,
Virginia Jenner,,,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Lost,None,,-49.009998,18.860001,,,No,No,No,No,No,No,,,,,,,,,,,,,
Frankie Robbins,RobbinsforOK,,OK,U.S. House Oklahoma District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-54.009998,64.839996,Yes,,No,No,No,No,Yes,No,,,,,,,,,,,,,
Murray Thibodeaux,murray4congress,MurrayThibodeau,OK,U.S. House Oklahoma District 3,Representative,Regular,6/26/18,Lost,None,None,-54.009998,35.16,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,
Fred Gipson,gipson4congress,,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,On the Ballot,,-39.130001,30.360001,,,Yes,No,Yes,No,No,No,,,,,,,,,,,,,
Mallory Varner,,,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Lost,None,,-39.130001,18.610001,,,No,No,No,No,No,No,,,,,,,,,,,,,
Mary Brannon,ElectBrannon,,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,On the Ballot,,-39.130001,34.360001,,,No,No,No,No,No,No,,,,,,,,,,,,,
Roxann Klutts,,,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Lost,None,,-39.130001,16.67,,,No,No,No,No,No,No,,,,,,,,,,,,,
Eddie Porter,eddiep00,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,10.63,,,No,No,No,No,No,No,,,,,,,,,,,,,
Elysabeth Britt,ElysabethBritt,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,13.51,,,Yes,Yes,No,No,No,No,,,,,,,,,,,,,
Kendra Horn,RepKendraHorn,HornForCongress,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Advanced,On the Ballot,,-17.18,43.84,,,No,No,No,No,No,No,,,,,,,,,,,,,
Leona Kelley-Leonard,Leona_CD5OK,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,8.4200001,,,No,No,No,No,No,No,,,,,,,,,,,,,
Tom Guild,guild4congress,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Advanced,On the Ballot,,-17.18,17.91,,,No,No,No,No,No,No,,,,,,,,,,,,,
Tyson Todd Meade,,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,5.6900001,,,No,Yes,No,No,No,No,,,,,,,,,,,,,
Eric Burnette,EricBurnetteOR,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,4.6199999,No,,No,No,No,No,No,No,,,,,,,Yes,,,,Yes,,
Jamie McLeod-Skinner,JamieforOregon,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-21.68,42.82,Yes,White,No,Yes,Yes,No,Yes,No,,,,,,,,,,Yes,,,
Jennifer Neahring,,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,23.68,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Jim Crary,jim_crary,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,11.44,No,,Yes,No,No,No,No,No,,,,,,,,,,,,,
Michael Byrne,congressmanbyr2,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,4.3000002,No,,No,No,No,No,No,No,,,,,,,,,,,,,
Raz Mason,RazMason,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,5.3000002,No,,Yes,No,No,No,Yes,No,,,,,,,,,,,,,
Timothy White,,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,5.8600001,No,,No,No,No,No,No,No,,,,,,,,,,,,,
Rachel Reddick,RachelReddick,,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,None,-0.63,35.330002,No,White,Yes,No,No,No,No,No,,Yes,Yes,,,,,,,,,Yes,
Scott Wallace,ScottWallacePA,,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-0.63,56.48,Yes,White,No,No,No,Yes,No,No,,,Yes,,,,,,,,,,
Steve Bacher,SteveBacher,,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,None,-0.63,8.1899996,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,
Alan Howe,HoweDefendsUSA,,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,10.81,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Eric Ding,DrEricDing,,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,17.99,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,
George Scott,GScott4Congress,,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-10.86,36.330002,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Shavonnia Corbin-Johnson,SCJ4PA,,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,34.869999,No,Nonwhite,No,No,No,No,No,Yes,,Yes,,,,,,,,,,,
Jessica King,jessforcongress,,PA,U.S. House Pennsylvania District 11,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-27.51,100,Yes,White,No,No,No,No,No,No,,,,,,Yes,Yes,Yes,,,Yes,,
Judy Herschel,JudyHerschel,,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Lost,None,None,-36.009998,49.610001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Marc Friedenberg,MarcForPA,,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-36.009998,50.389999,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,,,,
Brent Ottaway,BrentforPA13,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-45.43,100,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Adam Sedlock,SedlockCampaign,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,23.879999,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Bibiana Boerio,Boerio4Congress,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-28.709999,43.200001,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Robert Solomon,SolomonPA14,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,19.040001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Tom Prigg,Prigg4Pa,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,13.89,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,
Susan Boser,BoserforPA,,PA,U.S. House Pennsylvania District 15,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-41.73,74.559998,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Wade Jodun,Jodun_for_PA5th,,PA,U.S. House Pennsylvania District 15,Representative,Regular,5/15/18,Lost,None,None,-41.73,25.440001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Chris Rieger,RiegerForPA,,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Lost,None,None,-18.73,24.92,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Robert Multari,,,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Lost,None,None,-18.73,15.11,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,
Ronald DiNicola,Ron_Dinicola,,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-18.73,59.970001,Yes,,Yes,No,No,No,No,No,,,,,,,,,,,,,
Joe Hoeffel,Hoeffel4PAGov,joehoeffel,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Lost,None,None,15.27,10.96,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Madeleine Dean,mad4pa,,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Advanced,None,On the Ballot,15.27,72.559998,Yes,White,No,No,Yes,No,No,No,,Yes,Yes,,,,,,,,,,
Shira Goodman,SJGoodman,,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Lost,None,None,15.27,16.49,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Ashley Lunkenheimer,ALunkenheimerPA,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,15.31,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,
Gregory Vitali,GregVitali,Vitali4Congress,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,9.4300003,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Larry Arata,electlarryarata,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,1.52,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Lindy Li,lindyli,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,6.98,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Margo Davidson,RepMargoDavidso,RepDavidson,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,3.98,No,Nonwhite,No,No,Yes,No,No,No,,,Yes,,,,,,,,,,
Mary Gay Scanlon,RepMGS,marygayscanlon,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Advanced,None,On the Ballot,25.540001,28.370001,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Molly Sheehan,pennsymolly,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,10.24,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,
Richard Lazer,RichLazerPHL,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,14.99,No,,,,,No,,No,,,,,,,,,,,,,
Thaddeus Kirkland,,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,3.99,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,,
Theresa Wright,twright8471,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,5.1900001,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Chrissy Houlahan,HoulahanForPa,,PA,U.S. House Pennsylvania District 6,Representative,Regular,5/15/18,Advanced,None,On the Ballot,5.2399998,100,Yes,White,Yes,No,No,No,Yes,No,Yes,Yes,,,,,,,,,,Yes,
David Clark,RepDavidTClark,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,1.7,No,White,No,No,No,No,No,No,,,,,,,,,,,,,No
Greg Edwards,edwardsforpa,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,25.43,No,Nonwhite,No,No,No,No,No,No,,,,,,Yes,,Yes,Yes,,Yes,,No
John Morganelli,johnmorganelli,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,30.15,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,Yes
Rick Daugherty,Daugherty2016,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,3.8599999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,No
Roger Ruggles,rugglesforPA7,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,5.4099998,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,No
Susan Wild,wildforcongress,RepSusanWild,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Advanced,None,On the Ballot,0.07,33.450001,Yes,White,No,No,No,No,No,No,,Yes,,,,,,,,,,,No
Denny Wolff,DennyforPA,,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-32.029999,40.549999,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Gary Wegman,DrGaryWegman,GWforCongress,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,-32.029999,31.290001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Laura Quick,electlauraquick,,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,-32.029999,28.16,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,
James Smith Jr.,JamesSmithSC,JamesSmithforSC,SC,Governor of South Carolina,Governor,Regular,6/12/18,Advanced,None,On the Ballot,-15.85,61.810001,Yes,White,Yes,No,No,No,No,No,,,Yes,,,,,Yes,,,,Yes,
Marguerite Willis,WillisGov,Marg_Willis,SC,Governor of South Carolina,Governor,Regular,6/12/18,Lost,None,None,-15.85,27.549999,No,White,No,No,No,Yes,No,No,,,,,,,,,,,,,
Phil Noble,Charleston,,SC,Governor of South Carolina,Governor,Regular,6/12/18,Lost,None,None,-15.85,10.64,No,White,No,No,No,No,Yes,Yes,,,,,,,,,,,,,
Joe Cunningham,JoeCunninghamSC,,SC,U.S. House South Carolina District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-16.879999,71.5,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Toby Smith,TobySensus,,SC,U.S. House South Carolina District 1,Representative,Regular,6/12/18,Lost,None,None,-16.879999,28.5,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Annabelle Robertson,Annabelle4SC,,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Advanced,Lost,None,-20.73,41.810001,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,
Phil Black,,,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Lost,None,None,-20.73,18.370001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Sean Carrigan,VoteCarrigan,,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,-20.73,39.82,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Hosea Cleveland,ClevelandHosea,,SC,U.S. House South Carolina District 3,Representative,Regular,6/12/18,Lost,None,None,-38.68,30.27,No,Nonwhite,Yes,No,No,No,Yes,No,,,,,,,,,,,,,
Mary Geren,MaryGeren,,SC,U.S. House South Carolina District 3,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-38.68,69.730003,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,
Brandon Brown,brown_congress,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,-28.309999,28.469999,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Doris Lee Turner,VoteLeeTurner,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Lost,None,-28.309999,29.459999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,Yes,,
Eric Graben,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,-28.309999,25.719999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
J.T. Davis,JTDforCongress,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,-28.309999,7.2199998,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Will Morin III,wmorin,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,-28.309999,9.1300001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Archie Parnell,archie4congress,,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-19.280001,59.959999,Yes,White,No,No,No,No,No,No,No,,Yes,,,,,,,,,,
Mark Ali,CongressAli,,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,None,-19.280001,13.41,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,,,,,,
Sidney Moore,,,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,None,-19.280001,17.17,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Steve Lough,Clown4Congress,,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,None,-19.280001,9.46,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Bill Hopkins,BillHopkinsSC,,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Lost,None,None,-19.23,17.780001,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,,
Bruce Fischer,DrBruceFischer,,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Lost,None,None,-19.23,11.22,No,White,Yes,No,No,No,Yes,No,,,No,,,,No,,,,,,
Mal Hyman,Mal4Congress,,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Advanced,Lost,None,-19.23,29.700001,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,
Robert Williams,RepRQWilliams,RobertQWilliam1,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,-19.23,41.299999,Yes,Nonwhite,Yes,No,Yes,No,No,No,,,No,,,,No,,,,,,
Billie Sutton,billiehsutton,,SD,Governor of South Dakota,Governor,Regular,6/5/18,Advanced,None,On the Ballot,-29.379999,100,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Timothy Bjorkman,TimBjorkmanSD,,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-29.379999,100,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Craig Fitzhugh,craigfitzhugh,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,-27.139999,19.42,No,White,Yes,No,Yes,Yes,No,No,,,,,,,Yes,,,Yes,,,
Karl Dean,KarlFDean,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Advanced,None,On the Ballot,-27.139999,75.139999,Yes,White,No,No,Yes,Yes,No,No,,,,,,,No,,,No,,,
Mezianne Vale Payne,MeziannePayne,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,-27.139999,5.4400001,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,
Martin Olsen,,,TN,U.S. House Tennessee District 1,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-57.029999,100,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Joseph Schenkenfelder,,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,-38.18,4.5100002,No,,,,,No,,No,,,No,,,,No,,,No,,,
Joshua Williams,Joshua4Congress,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,-38.18,23.08,No,White,No,No,No,No,Yes,No,,,Yes,,,,No,,,No,,,
Renee Hoyos,Hoyos4Congress,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-38.18,72.410004,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,Yes,,,
Danielle Mitchell,DMMD4TNCongress ,,TN,U.S. House Tennessee District 3,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-35.98,100,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,Yes,,,
Christopher Hale,chrisjollyhale,,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,None,-41.48,34.720001,No,White,No,No,No,No,No,Yes,,,,,,,,,,No,,,
Mariah Phillips,Mariah4Congress,MariahNPhillips,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-41.48,47.509998,Yes,White,No,No,No,No,No,No,,,,,,,,,,Yes,,,
Steven Reynolds,Reynolds4Rep,,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,None,-41.48,17.77,No,White,No,No,No,No,No,No,,,,,,,,,,No,,,
Christopher Finley,,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,-49.110001,15.06,No,,,,,No,,No,,,No,,,,,,,No,,,
Dawn Barlow,Barlow4Congress,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-49.110001,54.509998,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,No,,,
Merrilee Wineinger,MerrileeMW,MerrileeforTN,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,-49.110001,22.059999,No,White,No,No,No,No,No,No,,,No,,,,,,,Yes,,,
Peter Heffernan,,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,-49.110001,8.3699999,No,,,,,No,,No,,,No,,,,,,,No,,,
Justin Kanew,Kanew,,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-40.209999,62.110001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,Yes,,,
Matt Reel,,,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Lost,None,None,-40.209999,37.889999,No,White,Yes,No,No,No,No,No,,,No,,,,,,,No,,,
Erika Stotts Pearson,erika_stotts,,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-37.560001,50.419998,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,No,,,
John Boatner Jr.,VoteBoatner,,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Lost,None,None,-37.560001,49.580002,No,White,No,No,No,No,No,No,,,,,,,,,,Yes,,,
Gary Davis,garydav07670901,,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Lost,None,None,-27.139999,5.2800002,No,,,,,No,,No,,,,No,,,,,,,,,
John Wolfe,JohnWolfeTN,,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Lost,None,None,-27.139999,3.21,No,White,No,No,No,No,No,No,,,,No,,,,,,,,,
Phil Bredesen,PhilBredesen,,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Advanced,None,On the Ballot,-27.139999,91.510002,Yes,White,No,No,Yes,Yes,No,No,,,,Yes,,,,,,,,,
Adrian Ocegueda,TxReason,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,4.4000001,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Andrew White,randrewwhite,,TX,Governor of Texas,Governor,Regular,3/6/18,Advanced,Lost,None,-13.23,27.4,No,White,No,No,No,Yes,No,No,,,Yes,,,,,,,,,,
Cedric Davis,Cedric4Texas,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,8.2399998,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,,
Grady Yarbrough,,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,5.3699999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
James Clark,,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,2.1500001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Jeffrey Payne,Jeffrey4Texas,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,4.75,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,
Joe Mumbach,realjoemumbach,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,1.36,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
