candidate,twitter_handle,state,district,office_type,race_type,race_primary,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,guns_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,num_endorsements,num_non_endorsements
Theresa Wright,twright8471,28,172,1,0,3,1,2,0,25.540001,5.1900001,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Chrissy Houlahan,HoulahanForPa,28,173,1,0,3,0,2,1,5.2399998,100.0,1,1,1,0,0,0,1,0,1,1,2,2,2,2,2,2,2,2,2,1,2,,
David Clark,RepDavidTClark,28,174,1,0,3,1,2,0,0.07,1.7,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,,
Greg Edwards,edwardsforpa,28,174,1,0,3,1,2,0,0.07,25.43,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,2,1,2,0,,
John Morganelli,johnmorganelli,28,174,1,0,3,1,2,0,0.07,30.15,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,,
Rick Daugherty,Daugherty2016,28,174,1,0,3,1,2,0,0.07,3.8599998999999996,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,,
Roger Ruggles,rugglesforPA7,28,174,1,0,3,1,2,0,0.07,5.4099998,0,1,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,0,,
Susan Wild,wildforcongress,28,174,1,0,3,0,2,1,0.07,33.450001,1,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,0,,
Susan Wild,RepSusanWild,28,174,1,0,3,0,2,1,0.07,33.450001,1,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,0,,
Denny Wolff,DennyforPA,28,175,1,0,3,0,2,1,-32.029999,40.549999,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Gary Wegman,DrGaryWegman,28,175,1,0,3,1,2,0,-32.029999,31.290001,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Gary Wegman,GWforCongress,28,175,1,0,3,1,2,0,-32.029999,31.290001,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Laura Quick,electlauraquick,28,175,1,0,3,1,2,0,-32.029999,28.16,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
James Smith Jr.,JamesSmithSC,29,17,0,0,6,0,2,1,-15.85,61.810001,1,1,1,0,0,0,0,0,2,2,1,2,2,2,2,1,2,2,2,1,2,,
James Smith Jr.,JamesSmithforSC,29,17,0,0,6,0,2,1,-15.85,61.810001,1,1,1,0,0,0,0,0,2,2,1,2,2,2,2,1,2,2,2,1,2,,
Marguerite Willis,WillisGov,29,17,0,0,6,1,2,0,-15.85,27.549999,0,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Marguerite Willis,Marg_Willis,29,17,0,0,6,1,2,0,-15.85,27.549999,0,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Phil Noble,Charleston,29,17,0,0,6,1,2,0,-15.85,10.64,0,1,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Joe Cunningham,JoeCunninghamSC,29,176,1,0,6,0,2,1,-16.879998999999998,71.5,1,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Toby Smith,TobySensus,29,176,1,0,6,1,2,0,-16.879998999999998,28.5,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Annabelle Robertson,Annabelle4SC,29,177,1,0,6,0,1,0,-20.73,41.810001,0,1,0,0,0,0,0,0,2,2,1,2,2,2,1,2,2,2,2,2,2,,
Phil Black,,29,177,1,0,6,1,2,0,-20.73,18.370001000000002,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Sean Carrigan,VoteCarrigan,29,177,1,0,6,0,0,1,-20.73,39.82,1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Hosea Cleveland,ClevelandHosea,29,178,1,0,6,1,2,0,-38.68,30.27,0,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Mary Geren,MaryGeren,29,178,1,0,6,0,2,1,-38.68,69.730003,1,1,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,,
Brandon Brown,brown_congress,29,179,1,0,6,0,0,1,-28.309998999999998,28.469998999999998,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Doris Lee Turner,VoteLeeTurner,29,179,1,0,6,0,1,0,-28.309998999999998,29.459999,0,1,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,1,2,2,,
Eric Graben,,29,179,1,0,6,1,2,0,-28.309998999999998,25.719998999999998,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
J.T. Davis,JTDforCongress,29,179,1,0,6,1,2,0,-28.309998999999998,7.219999799999999,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Will Morin III,wmorin,29,179,1,0,6,1,2,0,-28.309998999999998,9.130000099999998,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Archie Parnell,archie4congress,29,180,1,0,6,0,2,1,-19.280001000000002,59.959998999999996,1,1,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,,
Mark Ali,CongressAli,29,180,1,0,6,1,2,0,-19.280001000000002,13.41,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Sidney Moore,,29,180,1,0,6,1,2,0,-19.280001000000002,17.17,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Steve Lough,Clown4Congress,29,180,1,0,6,1,2,0,-19.280001000000002,9.46,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Bill Hopkins,BillHopkinsSC,29,181,1,0,6,1,2,0,-19.23,17.780001000000002,0,1,0,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,2,2,2,,
Bruce Fischer,DrBruceFischer,29,181,1,0,6,1,2,0,-19.23,11.22,0,1,1,0,0,0,1,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Mal Hyman,Mal4Congress,29,181,1,0,6,0,1,0,-19.23,29.700001,0,1,0,0,0,0,0,0,2,2,1,2,2,2,1,2,2,2,2,2,2,,
Robert Williams,RepRQWilliams,29,181,1,0,6,0,0,1,-19.23,41.299999,1,0,1,0,1,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Robert Williams,RobertQWilliam1,29,181,1,0,6,0,0,1,-19.23,41.299999,1,0,1,0,1,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Billie Sutton,billiehsutton,30,18,0,0,8,0,2,1,-29.379998999999998,100.0,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Timothy Bjorkman,TimBjorkmanSD,30,182,1,0,8,0,2,1,-29.379998999999998,100.0,1,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Craig Fitzhugh,craigfitzhugh,31,19,0,0,9,1,2,0,-27.139999,19.42,0,1,1,0,1,1,0,0,2,2,2,2,2,2,1,2,2,1,2,2,2,,
Karl Dean,KarlFDean,31,19,0,0,9,0,2,1,-27.139999,75.139999,1,1,0,0,1,1,0,0,2,2,2,2,2,2,0,2,2,0,2,2,2,,
Mezianne Vale Payne,MeziannePayne,31,19,0,0,9,1,2,0,-27.139999,5.4400001,0,1,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,0,2,2,2,,
Martin Olsen,,31,183,1,0,9,0,2,1,-57.029999,100.0,1,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Joseph Schenkenfelder,,31,184,1,0,9,1,2,0,-38.18,4.5100002,0,2,2,2,2,0,2,0,2,2,0,2,2,2,0,2,2,0,2,2,2,,
Joshua Williams,Joshua4Congress,31,184,1,0,9,1,2,0,-38.18,23.08,0,1,0,0,0,0,1,0,2,2,1,2,2,2,0,2,2,0,2,2,2,,
Renee Hoyos,Hoyos4Congress,31,184,1,0,9,0,2,1,-38.18,72.410004,1,1,0,0,0,0,0,0,2,2,1,2,2,2,1,2,2,1,2,2,2,,
Danielle Mitchell,DMMD4TNCongress ,31,185,1,0,9,0,2,1,-35.98,100.0,1,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,1,2,2,2,,
Christopher Hale,chrisjollyhale,31,186,1,0,9,1,2,0,-41.48,34.720001,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,0,2,2,2,,
Mariah Phillips,Mariah4Congress,31,186,1,0,9,0,2,1,-41.48,47.509997999999996,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,,
Mariah Phillips,MariahNPhillips,31,186,1,0,9,0,2,1,-41.48,47.509997999999996,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,,
Steven Reynolds,Reynolds4Rep,31,186,1,0,9,1,2,0,-41.48,17.77,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,,
Christopher Finley,,31,187,1,0,9,1,2,0,-49.110001000000004,15.06,0,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,0,2,2,2,,
Dawn Barlow,Barlow4Congress,31,187,1,0,9,0,2,1,-49.110001000000004,54.509997999999996,1,1,0,0,0,0,1,0,2,2,1,2,2,2,2,2,2,0,2,2,2,,
Merrilee Wineinger,MerrileeMW,31,187,1,0,9,1,2,0,-49.110001000000004,22.059998999999998,0,1,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,1,2,2,2,,
Merrilee Wineinger,MerrileeforTN,31,187,1,0,9,1,2,0,-49.110001000000004,22.059998999999998,0,1,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,1,2,2,2,,
Peter Heffernan,,31,187,1,0,9,1,2,0,-49.110001000000004,8.369999900000002,0,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,0,2,2,2,,
Justin Kanew,Kanew,31,188,1,0,9,0,2,1,-40.209998999999996,62.110001000000004,1,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,1,2,2,2,,
Matt Reel,,31,188,1,0,9,1,2,0,-40.209998999999996,37.889998999999996,0,1,1,0,0,0,0,0,2,2,0,2,2,2,2,2,2,0,2,2,2,,
Erika Stotts Pearson,erika_stotts,31,189,1,0,9,0,2,1,-37.560001,50.419998,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,,
John Boatner Jr.,VoteBoatner,31,189,1,0,9,1,2,0,-37.560001,49.580002,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,,
Gary Davis,garydav07670901,31,235,2,0,9,1,2,0,-27.139999,5.2800002,0,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,,
John Wolfe,JohnWolfeTN,31,235,2,0,9,1,2,0,-27.139999,3.21,0,1,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,,
Phil Bredesen,PhilBredesen,31,235,2,0,9,0,2,1,-27.139999,91.510002,1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,2,2,2,2,2,,
Adrian Ocegueda,TxReason,32,20,0,0,2,1,2,0,-13.23,4.4000001,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Andrew White,randrewwhite,32,20,0,0,2,0,1,0,-13.23,27.4,0,1,0,0,0,1,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Cedric Davis,Cedric4Texas,32,20,0,0,2,1,2,0,-13.23,8.2399998,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Grady Yarbrough,,32,20,0,0,2,1,2,0,-13.23,5.369999900000001,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
James Clark,,32,20,0,0,2,1,2,0,-13.23,2.1500001,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Jeffrey Payne,Jeffrey4Texas,32,20,0,0,2,1,2,0,-13.23,4.75,0,1,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Joe Mumbach,realjoemumbach,32,20,0,0,2,1,2,0,-13.23,1.36,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Lupe Valdez,LupeValdez,32,20,0,0,2,0,0,1,-13.23,42.91,1,0,1,1,1,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Thomas Wakely,TexansforTom,32,20,0,0,2,1,2,0,-13.23,3.4100001000000004,0,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Brent Beal,beal2018,32,190,1,0,2,1,2,0,-48.73,38.959998999999996,0,1,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,,
Shirley McKellar,MckellarShirley,32,190,1,0,2,0,2,1,-48.73,61.040001000000004,1,0,1,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
Shirley McKellar,Vote4McKellar,32,190,1,0,2,0,2,1,-48.73,61.040001000000004,1,0,1,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
Kevin Nelson,NelsonForTexas,32,191,1,0,2,1,2,0,-14.43,4.1199999,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Madeline Eden,edenfortexas,32,191,1,0,2,1,2,0,-14.43,14.27,0,1,0,1,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Matt Harris,Matt4TX10,32,191,1,0,2,1,2,0,-14.43,7.320000200000001,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Mike Siegel,SiegelForTexas,32,191,1,0,2,0,0,1,-14.43,40.0,1,1,0,0,0,0,0,0,2,2,1,2,2,2,1,2,2,2,2,2,2,,
Tami Walker,WalkerforTx10,32,191,1,0,2,1,2,0,-14.43,15.56,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Tawana Cadien,Cadien4Congress,32,191,1,0,2,0,1,0,-14.43,17.959999,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Eric Pfalzgraf,EBPfalzgraf ,32,192,1,0,2,1,2,0,-61.459998999999996,17.09,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Jennie Lou Leeder,JennieLouLeeder ,32,192,1,0,2,0,2,1,-61.459998999999996,82.910004,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Vanessa Adia,VanessaAdiaTX12,32,193,1,0,2,0,2,1,-33.959998999999996,100.0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,,
Greg Sagan,gtsagan,32,194,1,0,2,0,2,1,-65.209999,100.0,1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Adrienne Bell,AdrBell,32,195,1,0,2,0,2,1,-22.33,79.83000200000001,1,0,0,0,0,0,0,1,2,2,2,2,2,2,1,1,2,2,2,2,2,,
Levy Barnes Jr.,DrlevyBarnes,32,195,1,0,2,1,2,0,-22.33,20.17,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,,
Dori Fenenbock,DoriFenenbock,32,196,1,0,2,1,2,0,35.419998,21.969998999999998,0,1,0,0,0,1,0,0,2,0,2,2,2,2,0,2,0,2,2,2,2,,
Dori Fenenbock,votedori,32,196,1,0,2,1,2,0,35.419998,21.969998999999998,0,1,0,0,0,1,0,0,2,0,2,2,2,2,0,2,0,2,2,2,2,,
Enrique Garcia,Enrique85304785,32,196,1,0,2,1,2,0,35.419998,5.329999900000001,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,2,0,2,2,2,2,,
Jerome Tilghman,jerome_tilghman,32,196,1,0,2,1,2,0,35.419998,2.97,0,0,1,0,0,0,0,0,2,0,2,2,2,2,0,2,0,2,2,2,2,,
John Carrillo,JohnJCarrillo10,32,196,1,0,2,1,2,0,35.419998,1.55,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,2,0,2,2,2,2,,
Norma Chavez,,32,196,1,0,2,1,2,0,35.419998,6.6599998,0,0,0,0,1,0,0,0,2,0,2,2,2,2,0,2,0,2,2,2,2,,
Veronica Escobar,vgescobar,32,196,1,0,2,0,2,1,35.419998,61.529999,1,0,0,0,1,0,0,0,2,1,2,2,2,2,1,2,1,2,2,2,2,,
Dale Mantey,ManteyDS,32,197,1,0,2,1,2,0,-21.33,36.599998,0,1,0,0,0,0,1,0,2,2,2,2,2,2,1,2,2,2,2,2,2,,
Rick Kennedy,RickKennedyTX17,32,197,1,0,2,0,2,1,-21.33,63.400002,1,1,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
Miguel Levario,miguellevario19,32,198,1,0,2,0,2,1,-51.43,100.0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Ali Khorasani,akhoras,32,199,1,0,2,1,2,0,-16.33,7.5,0,0,0,1,0,0,1,0,2,2,2,2,2,2,1,0,2,2,2,2,2,,
H. P. Parvizian,HPForCongress,32,199,1,0,2,1,2,0,-16.33,7.9099998,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,,
Jimmy Darnell Jones,DarnellTX02,32,199,1,0,2,1,2,0,-16.33,22.08,0,0,1,0,0,0,0,0,2,2,2,2,2,2,0,1,2,2,2,2,2,,
Silky Malik,Silky4Congress,32,199,1,0,2,1,2,0,-16.33,9.6999998,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,,
Todd Litton,toddlitton,32,199,1,0,2,0,2,1,-16.33,52.810001,1,1,0,0,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,,
Derrick Crowe,derrickcrowe,32,200,1,0,2,1,2,0,-15.51,23.049999,0,1,0,0,0,0,0,0,2,2,2,2,2,2,1,1,2,2,2,0,2,,
Derrick Crowe,electcrowe,32,200,1,0,2,1,2,0,-15.51,23.049999,0,1,0,0,0,0,0,0,2,2,2,2,2,2,1,1,2,2,2,0,2,,
Elliott McFadden,McFaddenForTX21,32,200,1,0,2,1,2,0,-15.51,17.02,0,1,0,0,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,0,2,,
Joseph Kopser,JosephKopser,32,200,1,0,2,0,0,1,-15.51,29.030001000000002,1,1,1,0,0,0,1,0,2,2,1,2,2,2,0,0,2,2,2,1,2,,
Joseph Kopser,Kopser4Congress,32,200,1,0,2,0,0,1,-15.51,29.030001000000002,1,1,1,0,0,0,1,0,2,2,1,2,2,2,0,0,2,2,2,1,2,,
Mary Wilson,mstreetwilson,32,200,1,0,2,0,1,0,-15.51,30.9,0,1,0,1,0,0,1,0,2,2,1,2,2,2,0,1,2,2,2,0,2,,
Letitia Plummer,letitiaplummer,32,201,1,0,2,0,1,0,-14.81,24.290001,0,0,0,0,0,0,1,0,2,2,0,2,2,2,0,1,2,2,2,2,2,,
Margarita Ruiz Johnson,,32,201,1,0,2,1,2,0,-14.81,12.64,0,0,1,0,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,,
Mark Gibson,MarkGibsonTX22,32,201,1,0,2,1,2,0,-14.81,10.24,0,0,1,0,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,,
Sri Preston Kulkarni,SriPKulkarni,32,201,1,0,2,0,0,1,-14.81,31.85,1,0,0,0,0,0,0,0,2,2,1,2,2,2,0,0,2,2,2,2,2,,
Steve Brown,stevebrowntx,32,201,1,0,2,1,2,0,-14.81,20.98,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,0,2,2,2,2,2,,
Angela Villescaz,VillescazAngela,32,202,1,0,2,1,2,0,-0.63,9.090000199999999,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,2,2,2,0,2,,
Gina Ortiz Jones,GinaOrtizJones,32,202,1,0,2,0,0,1,-0.63,41.560001,1,0,1,1,0,0,0,0,1,1,1,2,2,2,0,0,2,2,2,1,2,,
Jay Hulings,jayhulings,32,202,1,0,2,1,2,0,-0.63,14.98,0,0,0,0,0,0,0,1,2,0,2,2,2,2,0,0,2,2,2,0,2,,
Judy Canales,JudyforTexas,32,202,1,0,2,1,2,0,-0.63,16.99,0,0,0,0,0,0,0,1,2,0,2,2,2,2,0,0,2,2,2,0,2,,
Rick Trevií±o,rtrev1984,32,202,1,0,2,0,1,0,-0.63,17.379998999999998,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,2,0,2,,
Jan McDowell,JanMcDowellDEM,32,203,1,0,2,0,2,1,-12.78,52.470001,1,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
John Biggan,JohnBiggan,32,203,1,0,2,1,2,0,-12.78,21.52,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
John Biggan,BigganForTexas,32,203,1,0,2,1,2,0,-12.78,21.52,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Josh Imhoff,imhoffjosh,32,203,1,0,2,1,2,0,-12.78,6.02,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Todd Allen,ToddAllenTX,32,203,1,0,2,1,2,0,-12.78,20.0,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Chetan Panda,panda2018TX,32,204,1,0,2,1,2,0,-19.23,9.04,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,0,2,2,2,,
Chris Perri,ChrisPerriTX,32,204,1,0,2,0,1,0,-19.23,32.790001000000004,0,1,0,0,0,0,0,0,2,2,1,2,2,2,1,2,2,1,2,2,2,,
Julie Oliver,JulieForTX25,32,204,1,0,2,0,0,1,-19.23,26.440001000000002,1,1,0,0,0,0,0,0,2,2,1,2,2,2,0,2,2,0,2,2,2,,
Kathi Thomas,,32,204,1,0,2,1,2,0,-19.23,21.16,0,1,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,0,2,2,2,,
West Hansen,,32,204,1,0,2,1,2,0,-19.23,10.57,0,1,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,0,2,2,2,,
Linsey Fagan,LinseyFaganTX,32,205,1,0,2,0,2,1,-31.629998999999998,52.66,1,1,0,0,0,0,0,0,2,2,2,2,2,2,1,1,2,2,2,2,2,,
Will Fisher,WillFisher4Cong,32,205,1,0,2,1,2,0,-31.629998999999998,47.34,0,1,0,0,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,,
Eric Holguin,EricHolguinTX,32,206,1,0,2,0,0,1,-25.809998999999998,23.299999,1,0,0,1,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,,
Raul (Roy) Barrera,RaulRoyBarrera,32,206,1,0,2,0,1,0,-25.809998999999998,41.23,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
Ronnie McDonald,CongressRonnie,32,206,1,0,2,1,2,0,-25.809998999999998,16.389999,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Ronnie McDonald,RonnieCMcDonald,32,206,1,0,2,1,2,0,-25.809998999999998,16.389999,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Vanessa Edwards Foster,vanessaefoster,32,206,1,0,2,1,2,0,-25.809998999999998,19.08,0,1,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Augustine Reyes,AuggieReyes29,32,207,1,0,2,1,2,0,39.970001,2.8299999,0,0,1,0,0,0,0,0,2,0,2,2,2,2,0,2,2,2,2,2,2,,
Dominique Garcia,VoteDGarcia,32,207,1,0,2,1,2,0,39.970001,2.5799999,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,2,2,2,2,2,,
Hector Morales,HectorMoralesTX,32,207,1,0,2,1,2,0,39.970001,3.04,0,0,0,0,0,0,0,0,2,0,2,2,2,2,1,1,2,2,2,2,2,,
Pedro Valencia,vote4pedrov,32,207,1,0,2,1,2,0,39.970001,1.04,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,2,2,2,2,2,2,,
Roel Garcia,Roelgarcialaw,32,207,1,0,2,1,2,0,39.970001,6.5900002,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,2,2,2,2,2,2,,
Sylvia Garcia,RepSylviaGarcia,32,207,1,0,2,0,2,1,39.970001,63.259997999999996,1,0,0,0,1,0,0,0,2,1,2,2,2,2,0,2,2,2,2,2,2,,
Sylvia Garcia,LaCongresista,32,207,1,0,2,0,2,1,39.970001,63.259997999999996,1,0,0,0,1,0,0,0,2,1,2,2,2,2,0,2,2,2,2,2,2,,
Tahir Javed,ceojaved,32,207,1,0,2,1,2,0,39.970001,20.67,0,0,0,0,0,1,0,0,2,0,2,2,2,2,0,2,2,2,2,2,2,,
Tahir Javed,Javed4Congress,32,207,1,0,2,1,2,0,39.970001,20.67,0,0,0,0,0,1,0,0,2,0,2,2,2,2,0,2,2,2,2,2,2,,
Adam Bell,voteadambell,32,208,1,0,2,1,2,0,-20.709999,17.959999,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,0,2,2,2,2,2,,
Lorie Burch,LorieB4Congress,32,208,1,0,2,0,0,1,-20.709999,49.610001000000004,1,1,0,1,0,0,0,0,2,2,0,2,2,2,2,1,2,2,2,2,2,,
Medrick Yhap,MedrickRYhap,32,208,1,0,2,1,2,0,-20.709999,3.76,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,0,2,2,2,2,2,,
Sam Johnson,SamsPressShop,32,208,1,0,2,0,1,0,-20.709999,28.68,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,0,2,2,2,2,2,,
Christine Mann,DrMann4Congress,32,209,1,0,2,0,1,0,-17.379998999999998,33.509997999999996,0,1,0,0,0,0,1,0,2,2,1,2,2,2,1,2,2,2,2,2,2,,
Christine Mann,DrChristineMann,32,209,1,0,2,0,1,0,-17.379998999999998,33.509997999999996,0,1,0,0,0,0,1,0,2,2,1,2,2,2,1,2,2,2,2,2,2,,
Kent Lester,ElectKentLester,32,209,1,0,2,1,2,0,-17.379998999999998,10.32,0,1,1,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
M.J. Hegar,mjhegar,32,209,1,0,2,0,0,1,-17.379998999999998,44.93,1,1,1,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Mike Clark,mcforcongress,32,209,1,0,2,1,2,0,-17.379998999999998,11.23,0,1,0,0,0,0,1,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Brett Shipp,brett_shipp,32,210,1,0,2,1,2,0,-4.98,16.34,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,,
Colin Allred,ColinAllredTX,32,210,1,0,2,0,0,1,-4.98,38.43,1,0,0,0,0,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,,
