candidate,state,district,office_type,race_type,race_primary,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,guns_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,num_endorsements,num_non_endorsements
David Clegg,24,127,1,0,5,Lost,None,None,-6.0799999000000025,11.08,0,2,0,0,0,1,0,0,2,0,0,2,2,2,2,0,2,1,2,0,2,1,5
Erin Collier,24,127,1,0,5,Lost,None,None,-6.0799999000000025,4.8600001,0,2,0,0,0,0,0,0,2,1,1,2,2,2,2,0,2,0,2,0,2,2,4
Gareth Rhodes,24,127,1,0,5,Lost,None,None,-6.0799999000000025,17.85,0,2,0,0,0,0,0,0,2,0,0,2,2,2,2,0,2,1,2,0,2,1,5
Jeff Beals,24,127,1,0,5,Lost,None,None,-6.0799999000000025,13.18,0,2,0,0,0,0,0,0,2,0,0,2,2,2,2,1,2,0,2,0,2,1,5
Pat Ryan,24,127,1,0,5,Lost,None,None,-6.0799999000000025,17.719998999999994,0,2,1,0,0,0,0,0,2,0,0,2,2,2,2,0,2,1,2,1,2,2,4
DuWayne Gregory,24,128,1,0,5,Lost,None,None,-8.2600002,41.639998999999996,0,0,1,0,1,0,0,0,2,0,1,2,2,2,0,2,2,0,1,1,2,3,4
Liuba Grechen Shirley,24,128,1,0,5,Advanced,None,On the Ballot,-8.2600002,57.98,1,2,0,0,0,0,0,0,2,1,1,2,2,2,1,2,2,1,0,0,2,4,3
Dylan Ratigan,24,129,1,0,5,Lost,None,None,-11.43,11.91,0,2,0,0,0,0,0,0,2,2,0,2,2,2,0,0,2,0,0,2,2,0,6
Emily Martz,24,129,1,0,5,Lost,None,None,-11.43,10.37,0,2,0,0,0,0,0,0,2,2,0,2,2,2,0,0,2,0,0,2,2,0,6
Katie Wilson,24,129,1,0,5,Lost,None,None,-11.43,11.68,0,2,0,0,0,0,0,0,2,2,0,2,2,2,0,0,2,0,1,2,2,1,5
Patrick Nelson,24,129,1,0,5,Lost,None,None,-11.43,9.119999900000002,0,1,0,0,0,0,1,0,2,2,1,2,2,2,1,1,2,0,0,2,2,3,3
Tedra Cobb,24,129,1,0,5,Advanced,None,On the Ballot,-11.43,56.009997999999996,1,2,0,0,1,0,0,0,2,2,1,2,2,2,1,0,2,1,0,2,2,3,3
Anthony Brindisi,24,130,1,0,5,Advanced,None,On the Ballot,-14.26,100.0,1,2,0,0,1,0,0,0,1,2,0,2,2,2,2,2,2,2,1,2,2,2,2
Eddie Sundquist,24,131,1,0,5,Lost,None,None,-13.93,6.4200000999999975,0,2,0,1,0,0,1,0,2,2,0,2,2,2,0,0,2,2,0,2,2,0,5
Ian Golden,24,131,1,0,5,Lost,None,None,-13.93,13.44,0,2,0,0,0,0,0,0,2,2,0,2,2,2,1,1,2,2,0,2,2,2,3
Linda Andrei,24,131,1,0,5,Lost,None,None,-13.93,15.33,0,2,0,0,0,0,1,0,2,2,0,2,2,2,0,0,2,2,0,2,2,0,5
Max Della Pia,24,131,1,0,5,Lost,None,None,-13.93,32.400002,0,2,1,0,0,0,0,0,2,2,0,2,2,2,0,0,2,2,0,2,2,0,5
Tracy Mitrano,24,131,1,0,5,Advanced,None,On the Ballot,-13.93,32.299999,1,2,0,0,0,0,0,0,2,2,1,2,2,2,0,0,2,2,1,2,2,2,3
Dana Balter,24,132,1,0,5,Advanced,None,On the Ballot,4.139999899999999,62.380001,1,2,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,1,1,0,2,5,5
Juanita Perez Williams,24,132,1,0,5,Lost,None,None,4.139999899999999,37.23,0,0,1,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,1,2,4,6
Adam McFadden,24,133,1,0,5,Lost,None,None,14.62,17.450001,0,0,0,0,1,0,0,0,2,2,0,2,2,2,0,2,2,2,0,2,2,0,4
Joseph Morelle,24,133,1,0,5,Advanced,None,On the Ballot,14.62,45.290001000000004,1,2,0,0,1,0,0,0,2,2,1,2,2,2,0,2,2,2,1,2,2,2,2
Rachel Barnhart,24,133,1,0,5,Lost,None,None,14.62,19.77,0,2,0,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,0,2,2,1,3
Robin Wilt,24,133,1,0,5,Lost,None,None,14.62,17.35,0,0,0,0,1,0,0,0,2,2,1,2,2,2,1,2,2,2,0,2,2,2,2
Nate McMurray,24,134,1,0,5,Advanced,None,On the Ballot,-24.01,100.0,1,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1
Dennis J. Kucinich,25,15,0,0,10,Lost,None,None,-7.889999900000001,22.98,0,1,0,0,1,0,0,0,2,2,0,2,0,2,1,2,2,2,2,2,2,1,3
Joseph Schiavoni,25,15,0,0,10,Lost,None,None,-7.889999900000001,9.1700001,0,2,0,0,1,0,0,0,2,2,1,2,0,2,0,2,2,2,2,2,2,1,3
Larry Ealy,25,15,0,0,10,Lost,None,None,-7.889999900000001,1.02,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,2,2,2,2,2,2,0,4
Paul Ray,25,15,0,0,10,Lost,None,None,-7.889999900000001,1.38,0,2,0,0,0,0,0,0,2,2,0,2,0,2,0,2,2,2,2,2,2,0,4
Richard Cordray,25,15,0,0,10,Advanced,None,On the Ballot,-7.889999900000001,62.16,1,1,0,0,1,0,0,1,2,2,1,2,1,2,0,2,2,2,2,2,2,3,1
William O'Neill,25,15,0,0,10,Lost,None,None,-7.889999900000001,3.29,0,1,1,0,1,0,0,0,2,2,0,2,0,2,0,2,2,2,2,2,2,0,4
Aftab Pureval,25,145,1,0,10,Advanced,None,On the Ballot,-9.010000199999999,100.0,1,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
Michael Milisits,25,146,1,0,10,Lost,None,None,-8.4799995,7.400000099999999,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Robert Klepinger,25,146,1,0,10,Lost,None,None,-8.4799995,25.6,0,2,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Theresa Gasper,25,146,1,0,10,Advanced,None,On the Ballot,-8.4799995,67.019997,1,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Danny O'Connor,25,147,1,1,10,Advanced,None,On the Ballot,-13.63,40.939999,1,2,0,0,1,0,0,0,2,2,1,2,2,2,2,0,2,1,2,2,2,2,2
Danny O'Connor,25,147,1,0,10,Advanced,None,On the Ballot,-13.63,40.52,1,2,0,0,1,0,0,0,2,2,1,2,2,2,2,0,2,1,2,2,2,2,2
Doug Wilson,25,147,1,0,10,Lost,None,None,-13.63,3.74,0,2,0,0,1,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,0,4
Doug Wilson,25,147,1,1,10,Lost,None,None,-13.63,3.9400001000000002,0,2,0,0,1,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,0,4
Ed Albertson,25,147,1,0,10,Lost,None,None,-13.63,7.860000099999999,0,2,1,0,0,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,0,4
Ed Albertson,25,147,1,1,10,Lost,None,None,-13.63,8.0799999,0,2,1,0,0,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,0,4
Jackie Patton,25,147,1,0,10,Lost,None,None,-13.63,14.02,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,0,2,0,2,2,2,1,3
Jackie Patton,25,147,1,1,10,Lost,None,None,-13.63,13.58,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,0,2,0,2,2,2,1,3
John Peters,25,147,1,0,10,Lost,None,None,-13.63,1.49,0,2,0,0,0,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,0,4
John Russell,25,147,1,1,10,Lost,None,None,-13.63,16.700001,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,1,2,0,2,2,2,2,2
John Russell,25,147,1,0,10,Lost,None,None,-13.63,16.27,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,1,2,0,2,2,2,2,2
Zach Scott,25,147,1,0,10,Lost,None,None,-13.63,16.1,0,2,0,0,1,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,0,4
Zach Scott,25,147,1,1,10,Lost,None,None,-13.63,16.76,0,2,0,0,1,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,0,4
Betsy Rader,25,148,1,0,10,Advanced,None,On the Ballot,-11.98,100.0,1,2,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
Rick Neal,25,149,1,0,10,Advanced,None,On the Ballot,-15.48,63.540001000000004,1,2,0,1,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
Rob Jarvis,25,149,1,0,10,Lost,None,None,-15.48,36.459998999999996,0,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2
Aaron Godfrey,25,150,1,0,10,Lost,None,None,-17.030001000000002,7.9099998,0,2,0,0,0,0,1,0,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1
Grant Goodrich,25,150,1,0,10,Lost,None,None,-17.030001000000002,28.059998999999998,0,2,1,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,2,2,2,1,2
John Wilson,25,150,1,0,10,Lost,None,None,-17.030001000000002,4.48,0,2,0,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0,3
Mark Dent,25,150,1,0,10,Lost,None,None,-17.030001000000002,9.380000099999998,0,2,1,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0,3
Susan Moran Palmer,25,150,1,0,10,Advanced,None,On the Ballot,-17.030001000000002,34.630001,1,2,0,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,2,2,2,1,2
TJ Mulloy,25,150,1,0,10,Lost,None,None,-17.030001000000002,15.54,0,1,0,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0,3
Janet Everhard,25,151,1,0,10,Lost,None,None,-17.360001,34.400002,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
Jill Schiller,25,151,1,0,10,Advanced,None,On the Ballot,-17.360001,54.200001,1,2,0,0,0,0,0,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0
William Smith,25,151,1,0,10,Lost,None,None,-17.360001,11.4,0,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2
Cody James Slatzer-Rose,25,152,1,0,10,Lost,None,None,-31.23,16.15,0,2,0,0,0,0,1,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2
Janet Garrett,25,152,1,0,10,Advanced,None,On the Ballot,-31.23,83.849998,1,2,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
James Neu Jr.,25,153,1,0,10,Lost,None,None,-23.809998999999998,26.700001,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
John Michael Galbraith,25,153,1,0,10,Advanced,None,On the Ballot,-23.809998999999998,73.199997,1,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2
Shawna Roberts,25,154,1,0,10,Advanced,None,On the Ballot,-37.610001000000004,74.5,1,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1
Werner Lange,25,154,1,0,10,Lost,None,None,-37.610001000000004,25.5,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2
Ken Harbaugh,25,155,1,0,10,Advanced,None,On the Ballot,-27.18,80.199997,1,2,1,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,1,2,2,2
Patrick Pikus,25,155,1,0,10,Lost,None,None,-27.18,19.799999,0,2,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,0,2,0,4
Bill Ebben,25,156,1,0,10,Lost,None,None,-34.779999,12.18,0,2,1,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2
Matthew Guyette,25,156,1,0,10,Lost,None,None,-34.779999,13.63,0,2,0,1,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2
Ted Jones,25,156,1,0,10,Lost,None,None,-34.779999,16.280001000000002,0,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2
Vanessa Enoch,25,156,1,0,10,Advanced,None,On the Ballot,-34.779999,57.91,1,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
Constance Johnson,26,16,0,0,5,Lost,None,None,-38.209998999999996,38.619999,0,0,0,0,1,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
Drew Edmondson,26,16,0,0,5,Advanced,None,On the Ballot,-38.209998999999996,61.380001,1,1,1,0,1,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2
Amanda Douglas,26,157,1,0,5,Advanced,On the Ballot,,-31.959999,32.41,2,2,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
David Matthew Hullum,26,157,1,0,5,Lost,None,,-31.959999,5.02,2,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2
Gwendolyn Fields,26,157,1,0,5,Lost,None,,-31.959999,19.620001000000002,2,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2
Mark Keeter,26,157,1,0,5,Lost,None,,-31.959999,8.46,2,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2
Tim Gilpin,26,157,1,0,5,Advanced,On the Ballot,,-31.959999,34.48,2,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2
Clay Padgett,26,158,1,0,5,Advanced,On the Ballot,,-49.009997999999996,24.23,2,2,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Elijah McIntosh,26,158,1,0,5,Lost,None,,-49.009997999999996,19.02,2,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Jason Nichols,26,158,1,0,5,Advanced,On the Ballot,,-49.009997999999996,37.880001,2,0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Virginia Jenner,26,158,1,0,5,Lost,None,,-49.009997999999996,18.860001,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Frankie Robbins,26,159,1,0,5,Advanced,None,On the Ballot,-54.009997999999996,64.839996,1,2,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Murray Thibodeaux,26,159,1,0,5,Lost,None,None,-54.009997999999996,35.16,0,2,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Fred Gipson,26,160,1,0,5,Advanced,On the Ballot,,-39.130001,30.360001,2,2,1,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Mallory Varner,26,160,1,0,5,Lost,None,,-39.130001,18.610001,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Mary Brannon,26,160,1,0,5,Advanced,On the Ballot,,-39.130001,34.360001000000004,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Roxann Klutts,26,160,1,0,5,Lost,None,,-39.130001,16.67,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Eddie Porter,26,161,1,0,5,Lost,None,,-17.18,10.63,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Elysabeth Britt,26,161,1,0,5,Lost,None,,-17.18,13.51,2,2,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Kendra Horn,26,161,1,0,5,Advanced,On the Ballot,,-17.18,43.84,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Leona Kelley-Leonard,26,161,1,0,5,Lost,None,,-17.18,8.4200001,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Tom Guild,26,161,1,0,5,Advanced,On the Ballot,,-17.18,17.91,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Tyson Todd Meade,26,161,1,0,5,Lost,None,,-17.18,5.6900001,2,2,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Eric Burnette,27,162,1,0,1,Lost,None,None,-21.68,4.619999900000002,0,2,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1
Jamie McLeod-Skinner,27,162,1,0,1,Advanced,None,On the Ballot,-21.68,42.82,1,1,0,1,1,0,1,0,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1
Jennifer Neahring,27,162,1,0,1,Lost,None,None,-21.68,23.68,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Jim Crary,27,162,1,0,1,Lost,None,None,-21.68,11.44,0,2,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Michael Byrne,27,162,1,0,1,Lost,None,None,-21.68,4.3000002,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Raz Mason,27,162,1,0,1,Lost,None,None,-21.68,5.3000002,0,2,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Timothy White,27,162,1,0,1,Lost,None,None,-21.68,5.8600001,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Rachel Reddick,28,163,1,0,1,Lost,None,None,-0.63,35.330002,0,1,1,0,0,0,0,0,2,1,1,2,2,2,2,2,2,2,2,1,2,3,1
Scott Wallace,28,163,1,0,1,Advanced,None,On the Ballot,-0.63,56.48,1,1,0,0,0,1,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
Steve Bacher,28,163,1,0,1,Lost,None,None,-0.63,8.1899996,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
Alan Howe,28,164,1,0,1,Lost,None,None,-10.86,10.81,0,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Eric Ding,28,164,1,0,1,Lost,None,None,-10.86,17.99,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
George Scott,28,164,1,0,1,Advanced,None,On the Ballot,-10.86,36.330002,1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Shavonnia Corbin-Johnson,28,164,1,0,1,Lost,None,None,-10.86,34.869999,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0
Jessica King,28,165,1,0,1,Advanced,None,On the Ballot,-27.51,100.0,1,1,0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,2,1,2,2,4,1
Judy Herschel,28,166,1,0,1,Lost,None,None,-36.009997999999996,49.610001000000004,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Marc Friedenberg,28,166,1,0,1,Advanced,None,On the Ballot,-36.009997999999996,50.389998999999996,1,1,0,0,0,0,1,0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
Brent Ottaway,28,167,1,0,1,Advanced,None,On the Ballot,-45.43,100.0,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Adam Sedlock,28,168,1,0,1,Lost,None,None,-28.709999,23.879998999999998,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Bibiana Boerio,28,168,1,0,1,Advanced,None,On the Ballot,-28.709999,43.200001,1,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Robert Solomon,28,168,1,0,1,Lost,None,None,-28.709999,19.040001,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Tom Prigg,28,168,1,0,1,Lost,None,None,-28.709999,13.89,0,1,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Susan Boser,28,169,1,0,1,Advanced,None,On the Ballot,-41.73,74.559998,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Wade Jodun,28,169,1,0,1,Lost,None,None,-41.73,25.440001000000002,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Chris Rieger,28,170,1,0,1,Lost,None,None,-18.73,24.92,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Robert Multari,28,170,1,0,1,Lost,None,None,-18.73,15.11,0,2,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Ronald DiNicola,28,170,1,0,1,Advanced,None,On the Ballot,-18.73,59.970001,1,2,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Joe Hoeffel,28,171,1,0,1,Lost,None,None,15.27,10.96,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Madeleine Dean,28,171,1,0,1,Advanced,None,On the Ballot,15.27,72.559998,1,1,0,0,1,0,0,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1
Shira Goodman,28,171,1,0,1,Lost,None,None,15.27,16.49,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Ashley Lunkenheimer,28,172,1,0,1,Lost,None,None,25.540001,15.31,0,1,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Gregory Vitali,28,172,1,0,1,Lost,None,None,25.540001,9.430000300000001,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Larry Arata,28,172,1,0,1,Lost,None,None,25.540001,1.52,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Lindy Li,28,172,1,0,1,Lost,None,None,25.540001,6.98,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Margo Davidson,28,172,1,0,1,Lost,None,None,25.540001,3.98,0,0,0,0,1,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
Mary Gay Scanlon,28,172,1,0,1,Advanced,None,On the Ballot,25.540001,28.370001000000002,1,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Molly Sheehan,28,172,1,0,1,Lost,None,None,25.540001,10.24,0,1,0,0,0,0,1,0,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1
Richard Lazer,28,172,1,0,1,Lost,None,None,25.540001,14.99,0,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Thaddeus Kirkland,28,172,1,0,1,Lost,None,None,25.540001,3.99,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Theresa Wright,28,172,1,0,1,Lost,None,None,25.540001,5.1900001,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Chrissy Houlahan,28,173,1,0,1,Advanced,None,On the Ballot,5.2399998,100.0,1,1,1,0,0,0,1,0,1,1,2,2,2,2,2,2,2,2,2,1,2,3,1
David Clark,28,174,1,0,1,Lost,None,None,0.07,1.7,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2
Greg Edwards,28,174,1,0,1,Lost,None,None,0.07,25.43,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,2,1,2,0,4,2
John Morganelli,28,174,1,0,1,Lost,None,None,0.07,30.15,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
Rick Daugherty,28,174,1,0,1,Lost,None,None,0.07,3.8599998999999996,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2
Roger Ruggles,28,174,1,0,1,Lost,None,None,0.07,5.4099998,0,1,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2
Susan Wild,28,174,1,0,1,Advanced,None,On the Ballot,0.07,33.450001,1,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,0,1,2
Denny Wolff,28,175,1,0,1,Advanced,None,On the Ballot,-32.029999,40.549999,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Gary Wegman,28,175,1,0,1,Lost,None,None,-32.029999,31.290001,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Laura Quick,28,175,1,0,1,Lost,None,None,-32.029999,28.16,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
James Smith Jr.,29,17,0,0,0,Advanced,None,On the Ballot,-15.85,61.810001,1,1,1,0,0,0,0,0,2,2,1,2,2,2,2,1,2,2,2,1,2,3,1
Marguerite Willis,29,17,0,0,0,Lost,None,None,-15.85,27.549999,0,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Phil Noble,29,17,0,0,0,Lost,None,None,-15.85,10.64,0,1,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0
Joe Cunningham,29,176,1,0,0,Advanced,None,On the Ballot,-16.879998999999998,71.5,1,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Toby Smith,29,176,1,0,0,Lost,None,None,-16.879998999999998,28.5,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Annabelle Robertson,29,177,1,0,0,Advanced,Lost,None,-20.73,41.810001,0,1,0,0,0,0,0,0,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1
Phil Black,29,177,1,0,0,Lost,None,None,-20.73,18.370001000000002,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Sean Carrigan,29,177,1,0,0,Advanced,Advanced,On the Ballot,-20.73,39.82,1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Hosea Cleveland,29,178,1,0,0,Lost,None,None,-38.68,30.27,0,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Mary Geren,29,178,1,0,0,Advanced,None,On the Ballot,-38.68,69.730003,1,1,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
Brandon Brown,29,179,1,0,0,Advanced,Advanced,On the Ballot,-28.309998999999998,28.469998999999998,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Doris Lee Turner,29,179,1,0,0,Advanced,Lost,None,-28.309998999999998,29.459999,0,1,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1
Eric Graben,29,179,1,0,0,Lost,None,None,-28.309998999999998,25.719998999999998,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
J.T. Davis,29,179,1,0,0,Lost,None,None,-28.309998999999998,7.219999799999999,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
Will Morin III,29,179,1,0,0,Lost,None,None,-28.309998999999998,9.130000099999998,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1
