candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,count_negative,count_neutral,count_positive,sentiment
Shira Goodman,SJGoodman,,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Lost,None,None,15.27,16.49,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,50,45,213,3.0584415584415585
Ashley Lunkenheimer,ALunkenheimerPA,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,15.31,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,,9,8,31,2.9166666666666665
Gregory Vitali,GregVitali,Vitali4Congress,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,9.4300003,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,5,8,4,1.8823529411764706
Larry Arata,electlarryarata,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,1.52,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,0,0,0,
Lindy Li,lindyli,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,6.98,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,60,54,223,2.9673590504451037
Margo Davidson,RepMargoDavidso,RepDavidson,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,3.98,No,Nonwhite,No,No,Yes,No,No,No,,,Yes,,,,,,,,,,,55,39,102,2.479591836734694
Mary Gay Scanlon,RepMGS,marygayscanlon,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Advanced,None,On the Ballot,25.540001,28.370001,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,0,0,0,
Molly Sheehan,pennsymolly,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,10.24,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,,151,142,357,2.6338461538461537
Richard Lazer,RichLazerPHL,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,14.99,No,,,,,No,,No,,,,,,,,,,,,,,4,5,54,3.5873015873015874
Thaddeus Kirkland,,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,3.99,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
Theresa Wright,twright8471,,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,5.1900001,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,29,31,183,3.2674897119341564
Chrissy Houlahan,HoulahanForPa,,PA,U.S. House Pennsylvania District 6,Representative,Regular,5/15/18,Advanced,None,On the Ballot,5.2399998,100,Yes,White,Yes,No,No,No,Yes,No,Yes,Yes,,,,,,,,,,Yes,,81,48,283,2.9805825242718447
David Clark,RepDavidTClark,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,1.7,No,White,No,No,No,No,No,No,,,,,,,,,,,,,No,44,37,285,3.3169398907103824
Greg Edwards,edwardsforpa,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,25.43,No,Nonwhite,No,No,No,No,No,No,,,,,,Yes,,Yes,Yes,,Yes,,No,42,44,210,3.135135135135135
John Morganelli,johnmorganelli,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,30.15,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,Yes,0,0,0,
Rick Daugherty,Daugherty2016,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,3.8599999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,No,2,0,13,3.466666666666667
Roger Ruggles,rugglesforPA7,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,5.4099998,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,No,26,16,31,2.136986301369863
Susan Wild,wildforcongress,RepSusanWild,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Advanced,None,On the Ballot,0.07,33.450001,Yes,White,No,No,No,No,No,No,,Yes,,,,,,,,,,,No,76,66,345,3.1047227926078027
Denny Wolff,DennyforPA,,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-32.029999,40.549999,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,0,0,0,
Gary Wegman,DrGaryWegman,GWforCongress,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,-32.029999,31.290001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,13,8,35,2.7857142857142856
Laura Quick,electlauraquick,,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,-32.029999,28.16,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,130,137,243,2.443137254901961
James Smith Jr.,JamesSmithSC,JamesSmithforSC,SC,Governor of South Carolina,Governor,Regular,6/12/18,Advanced,None,On the Ballot,-15.85,61.810001,Yes,White,Yes,No,No,No,No,No,,,Yes,,,,,Yes,,,,Yes,,35,36,482,3.616636528028933
Marguerite Willis,WillisGov,Marg_Willis,SC,Governor of South Carolina,Governor,Regular,6/12/18,Lost,None,None,-15.85,27.549999,No,White,No,No,No,Yes,No,No,,,,,,,,,,,,,,68,48,92,2.230769230769231
Phil Noble,Charleston,,SC,Governor of South Carolina,Governor,Regular,6/12/18,Lost,None,None,-15.85,10.64,No,White,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,0,0,0,
Joe Cunningham,JoeCunninghamSC,,SC,U.S. House South Carolina District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-16.879999,71.5,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,129,109,499,3.004070556309362
Toby Smith,TobySensus,,SC,U.S. House South Carolina District 1,Representative,Regular,6/12/18,Lost,None,None,-16.879999,28.5,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,0,0,0,
Annabelle Robertson,Annabelle4SC,,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Advanced,Lost,None,-20.73,41.810001,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,,451,335,759,2.398705501618123
Phil Black,,,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Lost,None,None,-20.73,18.370001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,,,,
Sean Carrigan,VoteCarrigan,,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,-20.73,39.82,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,229,141,412,2.4680306905370846
Hosea Cleveland,ClevelandHosea,,SC,U.S. House South Carolina District 3,Representative,Regular,6/12/18,Lost,None,None,-38.68,30.27,No,Nonwhite,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,78,76,150,2.473684210526316
Mary Geren,MaryGeren,,SC,U.S. House South Carolina District 3,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-38.68,69.730003,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,111,78,352,2.8909426987061
Brandon Brown,brown_congress,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,-28.309999,28.469999,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,0,0,0,
Doris Lee Turner,VoteLeeTurner,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Lost,None,-28.309999,29.459999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,Yes,,,230,338,758,2.7963800904977374
Eric Graben,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,-28.309999,25.719999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,,,,
J.T. Davis,JTDforCongress,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,-28.309999,7.2199998,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,28,54,121,2.916256157635468
Will Morin III,wmorin,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,-28.309999,9.1300001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,291,218,454,2.3385254413291796
Archie Parnell,archie4congress,,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-19.280001,59.959999,Yes,White,No,No,No,No,No,No,No,,Yes,,,,,,,,,,,95,84,265,2.765765765765766
Mark Ali,CongressAli,,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,None,-19.280001,13.41,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,,,,,,,30,22,51,2.407766990291262
Sidney Moore,,,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,None,-19.280001,17.17,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,,,,
Steve Lough,Clown4Congress,,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,None,-19.280001,9.46,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,67,66,215,2.8505747126436782
Bill Hopkins,BillHopkinsSC,,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Lost,None,None,-19.23,17.780001,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,,,5,7,30,3.1904761904761907
Bruce Fischer,DrBruceFischer,,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Lost,None,None,-19.23,11.22,No,White,Yes,No,No,No,Yes,No,,,No,,,,No,,,,,,,0,0,0,
Mal Hyman,Mal4Congress,,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Advanced,Lost,None,-19.23,29.700001,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,,404,213,536,2.22896790980052
Robert Williams,RepRQWilliams,RobertQWilliam1,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,-19.23,41.299999,Yes,Nonwhite,Yes,No,Yes,No,No,No,,,No,,,,No,,,,,,,0,0,0,
Billie Sutton,billiehsutton,,SD,Governor of South Dakota,Governor,Regular,6/5/18,Advanced,None,On the Ballot,-29.379999,100,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,43,39,202,3.119718309859155
Timothy Bjorkman,TimBjorkmanSD,,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-29.379999,100,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,55,71,412,3.3271375464684017
Craig Fitzhugh,craigfitzhugh,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,-27.139999,19.42,No,White,Yes,No,Yes,Yes,No,No,,,,,,,Yes,,,Yes,,,,64,63,426,3.309222423146474
Karl Dean,KarlFDean,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Advanced,None,On the Ballot,-27.139999,75.139999,Yes,White,No,No,Yes,Yes,No,No,,,,,,,No,,,No,,,,0,0,0,
Mezianne Vale Payne,MeziannePayne,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,-27.139999,5.4400001,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,,207,131,185,1.9158699808795412
Martin Olsen,,,TN,U.S. House Tennessee District 1,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-57.029999,100,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,
Joseph Schenkenfelder,,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,-38.18,4.5100002,No,,,,,No,,No,,,No,,,,No,,,No,,,,,,,
Joshua Williams,Joshua4Congress,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,-38.18,23.08,No,White,No,No,No,No,Yes,No,,,Yes,,,,No,,,No,,,,0,0,0,
Renee Hoyos,Hoyos4Congress,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-38.18,72.410004,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,Yes,,,,0,0,0,
Danielle Mitchell,DMMD4TNCongress ,,TN,U.S. House Tennessee District 3,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-35.98,100,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,Yes,,,,100,117,514,3.1326949384404923
Christopher Hale,chrisjollyhale,,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,None,-41.48,34.720001,No,White,No,No,No,No,No,Yes,,,,,,,,,,No,,,,1034,993,1476,2.252355124179275
Mariah Phillips,Mariah4Congress,MariahNPhillips,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-41.48,47.509998,Yes,White,No,No,No,No,No,No,,,,,,,,,,Yes,,,,204,172,700,2.9219330855018586
Steven Reynolds,Reynolds4Rep,,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,None,-41.48,17.77,No,White,No,No,No,No,No,No,,,,,,,,,,No,,,,95,76,178,2.475644699140401
Christopher Finley,,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,-49.110001,15.06,No,,,,,No,,No,,,No,,,,,,,No,,,,,,,
Dawn Barlow,Barlow4Congress,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-49.110001,54.509998,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,No,,,,0,0,0,
Merrilee Wineinger,MerrileeMW,MerrileeforTN,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,-49.110001,22.059999,No,White,No,No,No,No,No,No,,,No,,,,,,,Yes,,,,0,0,0,
Peter Heffernan,,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,-49.110001,8.3699999,No,,,,,No,,No,,,No,,,,,,,No,,,,,,,
Justin Kanew,Kanew,,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-40.209999,62.110001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,Yes,,,,1181,880,2064,2.428121212121212
Matt Reel,,,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Lost,None,None,-40.209999,37.889999,No,White,Yes,No,No,No,No,No,,,No,,,,,,,No,,,,,,,
Erika Stotts Pearson,erika_stotts,,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-37.560001,50.419998,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,No,,,,0,0,1,4.0
John Boatner Jr.,VoteBoatner,,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Lost,None,None,-37.560001,49.580002,No,White,No,No,No,No,No,No,,,,,,,,,,Yes,,,,15,17,63,3.0105263157894737
Gary Davis,garydav07670901,,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Lost,None,None,-27.139999,5.2800002,No,,,,,No,,No,,,,No,,,,,,,,,,0,0,0,
John Wolfe,JohnWolfeTN,,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Lost,None,None,-27.139999,3.21,No,White,No,No,No,No,No,No,,,,No,,,,,,,,,,47,44,51,2.056338028169014
Phil Bredesen,PhilBredesen,,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Advanced,None,On the Ballot,-27.139999,91.510002,Yes,White,No,No,Yes,Yes,No,No,,,,Yes,,,,,,,,,,265,205,815,2.8560311284046693
Adrian Ocegueda,TxReason,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,4.4000001,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,11,23,32,2.6363636363636362
Andrew White,randrewwhite,,TX,Governor of Texas,Governor,Regular,3/6/18,Advanced,Lost,None,-13.23,27.4,No,White,No,No,No,Yes,No,No,,,Yes,,,,,,,,,,,119,134,357,2.780327868852459
Cedric Davis,Cedric4Texas,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,8.2399998,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,,,1,13,8,2.6363636363636362
Grady Yarbrough,,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,5.3699999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,,,,
James Clark,,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,2.1500001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,,,,
Jeffrey Payne,Jeffrey4Texas,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,4.75,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,,33,60,564,3.6164383561643834
Joe Mumbach,realjoemumbach,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,1.36,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,4,3,10,2.7058823529411766
Lupe Valdez,LupeValdez,,TX,Governor of Texas,Governor,Regular,3/6/18,Advanced,Advanced,On the Ballot,-13.23,42.91,Yes,Nonwhite,Yes,Yes,Yes,No,No,No,,,No,,,,,,,,,,,174,133,578,2.912994350282486
Thomas Wakely,TexansforTom,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,3.4100001,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,0,0,0,
Brent Beal,beal2018,,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Lost,None,None,-48.73,38.959999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,33,29,74,2.6029411764705883
Shirley McKellar,MckellarShirley,Vote4McKellar,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-48.73,61.040001,Yes,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,,,,,,,5,2,9,2.5
Kevin Nelson,NelsonForTexas,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,4.1199999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,409,236,408,1.9981006647673314
Madeline Eden,edenfortexas,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,14.27,No,White,No,Yes,No,No,Yes,No,,,,,,,,,,,,,,102,132,305,2.7532467532467533
Matt Harris,Matt4TX10,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,7.3200002,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,10,9,20,2.5128205128205128
Mike Siegel,SiegelForTexas,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-14.43,40,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,,183,134,345,2.489425981873112
Tami Walker,WalkerforTx10,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,15.56,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,15,22,66,2.9902912621359223
Tawana Cadien,Cadien4Congress,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Lost,None,-14.43,17.959999,No,Nonwhite,No,No,No,No,No,No,,,Yes,,,,,,,,,,,65,23,94,2.318681318681319
Eric Pfalzgraf,EBPfalzgraf ,,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Lost,None,None,-61.459999,17.09,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,11,14,55,3.1
Jennie Lou Leeder,JennieLouLeeder ,,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-61.459999,82.910004,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,307,201,624,2.560070671378092
Vanessa Adia,VanessaAdiaTX12,,TX,U.S. House Texas District 12,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-33.959999,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,Yes,,,,,,155,100,477,2.879781420765027
Greg Sagan,gtsagan,,TX,U.S. House Texas District 13,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-65.209999,100,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,10,9,27,2.739130434782609
Adrienne Bell,AdrBell,,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-22.33,79.830002,Yes,Nonwhite,No,No,No,No,No,Yes,,,,,,,Yes,Yes,,,,,,301,253,1209,3.030062393647192
Levy Barnes Jr.,DrlevyBarnes,,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Lost,None,None,-22.33,20.17,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,,0,1,7,3.75
Dori Fenenbock,DoriFenenbock,votedori,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,21.969999,No,White,No,No,No,Yes,No,No,,No,,,,,No,,No,,,,,2,5,23,3.4
Enrique Garcia,Enrique85304785,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,5.3299999,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,No,,,,,5,7,49,3.442622950819672
Jerome Tilghman,jerome_tilghman,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,2.97,No,Nonwhite,Yes,No,No,No,No,No,,No,,,,,No,,No,,,,,479,460,613,2.172680412371134
John Carrillo,JohnJCarrillo10,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,1.55,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,No,,,,,45,41,89,2.5028571428571427
Norma Chavez,,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,6.6599998,No,Nonwhite,No,No,Yes,No,No,No,,No,,,,,No,,No,,,,,,,,
Veronica Escobar,vgescobar,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Advanced,None,On the Ballot,35.419998,61.529999,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,,Yes,,Yes,,,,,242,117,556,2.6863387978142077
Dale Mantey,ManteyDS,,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Lost,None,None,-21.33,36.599998,No,White,No,No,No,No,Yes,No,,,,,,,Yes,,,,,,,138,123,265,2.482889733840304
Rick Kennedy,RickKennedyTX17,,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-21.33,63.400002,Yes,White,No,No,No,No,No,No,,,,,,,No,,,,,,,153,148,372,2.650817236255572
Miguel Levario,miguellevario19,,TX,U.S. House Texas District 19,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-51.43,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,0,0,0,
Ali Khorasani,akhoras,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,7.5,No,Nonwhite,No,Yes,No,No,Yes,No,,,,,,,Yes,No,,,,,,15,15,82,3.1964285714285716
H. P. Parvizian,HPForCongress,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,7.9099998,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,,0,0,0,
Jimmy Darnell Jones,DarnellTX02,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,22.08,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,Yes,,,,,,27,24,124,3.1085714285714285
Silky Malik,Silky4Congress,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,9.6999998,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,,0,0,0,
Todd Litton,toddlitton,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-16.33,52.810001,Yes,White,No,No,No,No,No,No,,,,,,,No,No,,,,,,52,47,477,3.4756944444444446
Derrick Crowe,derrickcrowe,electcrowe,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,-15.51,23.049999,No,White,No,No,No,No,No,No,,,,,,,Yes,Yes,,,,No,,926,736,711,1.818794774546987
Elliott McFadden,McFaddenForTX21,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,-15.51,17.02,No,White,No,No,No,No,No,No,,,,,,,No,No,,,,No,,29,24,114,3.0179640718562872
Joseph Kopser,JosephKopser,Kopser4Congress,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-15.51,29.030001,Yes,White,Yes,No,No,No,Yes,No,,,Yes,,,,No,No,,,,Yes,,59,85,693,3.5149342891278375
Mary Wilson,mstreetwilson,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Lost,None,-15.51,30.9,No,White,No,Yes,No,No,Yes,No,,,Yes,,,,No,Yes,,,,No,,177,119,265,2.3137254901960786
Letitia Plummer,letitiaplummer,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Lost,None,-14.81,24.290001,No,Nonwhite,No,No,No,No,Yes,No,,,No,,,,No,Yes,,,,,,9,8,72,3.4157303370786516
Margarita Ruiz Johnson,,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,12.64,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,No,,,,,,,,,
Mark Gibson,MarkGibsonTX22,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,10.24,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,No,,,,,,14,16,30,2.533333333333333
Sri Preston Kulkarni,SriPKulkarni,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-14.81,31.85,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,No,,,,,,111,72,327,2.847058823529412
Steve Brown,stevebrowntx,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,20.98,No,Nonwhite,No,No,No,No,No,No,,,,,,,Yes,No,,,,,,243,182,282,2.1103253182461104
Angela Villescaz,VillescazAngela,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,9.0900002,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,,No,,33,40,104,2.8022598870056497
Gina Ortiz Jones,GinaOrtizJones,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-0.63,41.560001,Yes,Nonwhite,Yes,Yes,No,No,No,No,Yes,Yes,Yes,,,,No,No,,,,Yes,,136,71,276,2.579710144927536
Jay Hulings,jayhulings,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,14.98,No,Nonwhite,No,No,No,No,No,Yes,,No,,,,,No,No,,,,No,,26,14,68,2.7777777777777777
Judy Canales,JudyforTexas,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,16.99,No,Nonwhite,No,No,No,No,No,Yes,,No,,,,,No,No,,,,No,,4,8,41,3.3962264150943398
Rick Treviño,rtrev1984,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Lost,None,-0.63,17.379999,No,Nonwhite,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,,No,,347,211,418,2.1454918032786887
