candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets,count_negative,count_neutral,count_positive,sentiment
Hans Keirstead,drhanskeirstead,,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,37.439999,No,White,No,No,No,Yes,Yes,No,No,No,Yes,,,,,No,,No,,,,True,1,132,40,4,11,0,8,7,14,0,27,1,1,2,8,1,133,821,256,205,360,2.2533495736906213
Harley Rouda,HarleyRouda,,CA,U.S. House California District 48,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-4.1799998,37.599998,Yes,White,No,No,No,Yes,No,No,Yes,No,Yes,,,,,No,,Yes,,,,True,3,174,172,8,25,5,63,71,37,2,109,0,0,6,13,12,255,2952,558,562,1832,2.8631436314363143
Laura Oatman,RepHarley,,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,3.01,No,White,No,No,No,No,Yes,No,No,No,No,,,,,Yes,,No,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Michael Kotick,MichaelKotick,,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,3.26,No,White,No,No,No,No,No,No,No,No,No,,,,,No,,No,,,,True,0,41,38,1,22,0,6,14,14,0,30,2,2,2,7,2,67,598,117,128,353,2.789297658862876
Omar Siddiqui,OmarInTheHouse_,,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,10.81,No,Nonwhite,No,No,No,Yes,Yes,No,No,No,Yes,,,,,No,,No,,,,True,1,12,9,1,15,0,6,5,1,0,7,0,0,4,2,5,42,387,43,69,275,3.198966408268734
Rachel Payne,rachelpayne,,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,4.4899998,No,White,No,No,No,No,Yes,No,No,Yes,No,,,,,No,,No,,,,True,1,3,8,1,1,1,5,8,2,0,7,5,5,7,0,1,14,389,46,45,298,3.295629820051414
Tony Zarkades,tonyz4congress,,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,1.6,No,White,Yes,No,No,No,Yes,No,No,No,No,,,,,No,,No,,,,True,0,36,15,0,2,0,2,11,15,0,14,2,2,2,1,1,95,318,151,73,94,1.6415094339622642
Douglas Applegate,ApplegateCA49,,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.42,25.76,No,White,Yes,No,No,No,No,No,No,No,,,,,,Yes,No,,,Yes,,True,2,15,29,0,8,1,1,7,21,9,32,0,0,0,3,2,119,358,171,100,87,1.5307262569832403
Mike Levin,MikeLevinCA,,CA,U.S. House California District 49,Representative,Regular,6/5/18,Advanced,None,On the Ballot,1.42,34.400002,Yes,White,No,No,No,No,No,No,Yes,No,,,,,,No,Yes,,,No,,True,2,92,68,13,34,16,15,34,22,5,90,3,3,3,5,5,457,2122,646,372,1104,2.4316682375117815
Paul Kerr,,,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.42,8.75,No,White,Yes,No,No,Yes,No,No,No,No,,,,,,No,No,,,No,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2122,0,0,0,
Sara Jacobs,SaraJacobsCA,,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.42,31.09,No,White,No,No,No,Yes,No,Yes,No,Yes,,,,,,No,No,,,No,,True,1,23,9,4,7,5,3,5,1,0,4,13,13,13,5,1,28,673,106,90,477,3.1025260029717683
Ammar Campa-Najjar,ACampaNajjar,,CA,U.S. House California District 50,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-19.48,48.360001,Yes,Nonwhite,No,No,No,No,No,Yes,,,,,,,,Yes,Yes,Yes,,,,True,3,13,27,1,13,1,6,16,6,0,6,3,3,3,2,5,70,767,115,153,499,3.0013037809647978
Josh Butner,JoshButnerCA50,,CA,U.S. House California District 50,Representative,Regular,6/5/18,Lost,None,None,-19.48,35.509998,No,White,Yes,No,No,No,No,No,,,,,,,,No,No,No,,Yes,,True,1,2,5,0,0,0,7,1,3,0,1,0,0,0,0,3,2,95,17,14,64,2.9894736842105263
Patrick Malloy,,,CA,U.S. House California District 50,Representative,Regular,6/5/18,Lost,None,None,-19.48,16.129998999999998,No,White,No,No,No,No,No,No,,,,,,,,No,No,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,
Marge Doyle,Marge4Congress,,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,-17.33,59.610001,,White,No,Yes,No,No,Yes,No,,,,,,,,,,,,,,True,0,11,47,4,16,1,10,23,10,1,14,3,3,3,10,7,38,1454,305,183,966,2.909215955983494
Rita Ramirez,,,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,-17.33,27.67,,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,0,0,0,
Ronald O'Donnell,,,CA,U.S. House California District 8,Representative,Regular,6/5/18,Lost,None,,-17.33,12.71,,White,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,0,0,0,
Cary Kennedy,Kennedy4CO,,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,2.49,24.719999,No,White,No,No,Yes,No,No,No,,Yes,Yes,,,,,,,,,,,True,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21,5,5,11,2.5714285714285716
Donna Lynne,DonnaLynneCO,,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,2.49,7.280000200000001,No,White,No,No,Yes,No,No,No,,No,No,,,,,,,,,,,True,0,10,47,1,2,0,8,9,1,0,6,4,4,4,2,0,7,294,34,39,221,3.272108843537415
Jared Polis,jaredpolis,,CO,Governor of Colorado,Governor,Regular,6/26/18,Advanced,None,On the Ballot,2.49,44.43,Yes,White,No,Yes,Yes,Yes,No,No,,No,No,,,,,,,,,,,True,0,5,8,0,6,0,2,4,0,0,40,0,0,0,2,4,10,435,82,88,265,2.8413793103448275
Michael Johnston,MikeJohnstonCO,,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,2.49,23.57,No,White,No,No,Yes,No,No,Yes,,No,No,,,,,,,,,,,True,0,51,14,1,12,1,38,11,1,0,20,1,1,2,4,2,11,726,83,116,527,3.2231404958677685
Joe Neguse,JoeNeguse,,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,18.040001,65.82,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,37,2,3,32,3.6216216216216215
Mark Williams,MarkforColorado,,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Lost,None,None,18.040001,34.18,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,,True,0,5,2,0,2,0,2,5,2,0,2,0,0,0,0,0,5,124,34,27,63,2.467741935483871
Arn Menconi,ArnMenconi,,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Lost,None,None,-13.03,8.220000299999999,No,White,No,No,No,No,No,No,,No,,,,,,,,,,,,True,0,137,49,4,20,42,4,24,20,3,72,2,2,2,3,11,256,2236,885,634,717,1.849731663685152
Diane Mitsch Bush,RepDMB,,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-13.03,64.099998,Yes,White,No,No,Yes,No,No,No,,Yes,,,,,,,,,,,,True,1,4,49,4,6,4,5,12,9,0,16,2,2,6,0,3,21,473,105,96,272,2.7061310782241015
Karl Hanlon,HanlonforCO,,CO,U.S. House Colorado District 3,Representative,Regular,6/26/18,Lost,None,None,-13.03,27.68,No,White,No,No,No,No,No,No,,No,,,,,,,,,,,,True,0,6,6,1,8,0,7,3,2,0,15,0,0,0,1,1,6,224,27,19,178,3.3482142857142856
Chase Kohne,chasekohne4co,,CO,U.S. House Colorado District 4,Representative,Regular,6/26/18,Lost,None,None,-24.68,35.32,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,3,27,0,4,0,12,11,7,0,24,2,2,3,0,2,1,211,34,19,158,3.175355450236967
Karen McCormick,McCormickForCO,,CO,U.S. House Colorado District 4,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-24.68,64.629997,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,6,35,2,10,0,13,20,3,0,1,3,3,4,7,3,2,351,68,44,239,2.9743589743589745
Jason Crow,JasonCrowCO6,,CO,U.S. House Colorado District 6,Representative,Regular,6/26/18,Advanced,None,On the Ballot,5.420000099999998,65.940002,Yes,White,Yes,No,No,No,No,No,Yes,,,,,,No,,,,,Yes,,True,2,49,38,5,19,5,23,20,5,0,11,0,0,0,5,4,42,688,93,92,503,3.191860465116279
Levi Tillemann,LeviTilleman,,CO,U.S. House Colorado District 6,Representative,Regular,6/26/18,Lost,None,None,5.420000099999998,34.060001,No,White,No,No,No,No,Yes,Yes,No,,,,,,Yes,,,,,No,,True,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,4,3,2.5
Stacey Abrams,staceyabrams,,GA,Governor of Georgia,Governor,Regular,5/22/18,Advanced,None,On the Ballot,-8.3400002,76.440002,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,Yes,Yes,,Yes,,Yes,,,True,5,60,176,14,24,5,124,132,4,0,8,4,4,4,28,55,9,1845,232,286,1327,3.186991869918699
Stacey Evans,EvansforGeorgia,,GA,Governor of Georgia,Governor,Regular,5/22/18,Lost,None,None,-8.3400002,23.559999,No,White,No,No,No,Yes,No,No,,No,,,,No,No,,No,,No,,,True,0,3,11,0,0,2,11,4,1,0,1,0,0,0,1,7,8,430,41,51,338,3.3813953488372093
Barbara Seidman,,,GA,U.S. House Georgia District 1,Representative,Regular,5/22/18,Lost,None,None,-17.379998999999998,32.459999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,No,No,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,
Lisa Ring,LisaRingGA01,,GA,U.S. House Georgia District 1,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-17.379998999999998,67.540001,Yes,White,No,No,No,No,No,No,,,,,,,Yes,Yes,No,Yes,,,,True,3,29,59,5,24,2,45,69,22,0,52,2,2,6,10,12,33,1488,320,213,955,2.853494623655914
Chalis Montgomery,Chalis4GA,,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Lost,None,None,-28.209999,26.459999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,37,92,5,33,12,23,64,14,0,4,5,5,5,1,14,24,1187,350,261,576,2.380791912384162
Richard Dien Winfield,WinfieldForUS,,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Lost,None,None,-28.209999,23.33,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,14,29,7,11,3,9,97,0,0,6,1,1,1,1,9,16,440,139,110,191,2.2363636363636363
Tabitha Johnson-Green,TJG4GA,,GA,U.S. House Georgia District 10,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-28.209999,50.200001,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,0,2,0,2,0,2,1,0,0,1,0,0,0,1,0,0,33,10,6,17,2.4242424242424243
Francys Johnson,francysjohnson,,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-17.629998999999994,52.860001,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,4,2,0,0,3,4,7,2,0,0,0,0,0,1,1,14,278,32,50,196,3.179856115107914
Robert Ingham,RobbieeInghamm,,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Lost,None,None,-17.629998999999994,31.15,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1366,352,362,652,2.439238653001464
Trent Nesmith,VoteTrent18,,GA,U.S. House Georgia District 12,Representative,Regular,5/22/18,Lost,None,None,-17.629998999999994,15.99,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,6,7,0,1,0,1,6,2,0,1,0,0,0,0,2,3,175,37,18,120,2.9485714285714284
Chuck Enderlin,Vote_Chuck,,GA,U.S. House Georgia District 3,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-34.380001,59.869999,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,True,0,8,36,0,5,0,6,12,7,0,7,0,0,0,0,3,41,703,187,145,371,2.523470839260313
Rusty Oliver,OliverForGA3rd,,GA,U.S. House Georgia District 3,Representative,Regular,5/22/18,Lost,None,None,-34.380001,40.130001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,12,20,3,3,0,11,12,0,2,6,0,0,0,5,2,21,420,76,67,277,2.9571428571428573
Bobby Kaple,BobbKaple,,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Lost,None,None,-9.4799995,26.25,No,White,No,No,No,No,No,No,,No,No,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kevin Abel,AbelForChange,,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Advanced,Lost,None,-9.4799995,30.540001,No,White,No,No,No,No,Yes,No,,No,No,,,,,,,,,,,True,0,6,7,0,8,1,2,6,1,0,4,0,0,0,1,1,20,213,38,29,146,3.0140845070422535
Lucy McBath,lucymcbath,,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Advanced,Advanced,On the Ballot,-9.4799995,36.27,Yes,Nonwhite,No,No,No,No,Yes,No,,Yes,Yes,,,,,,,,,,,True,2,98,39,0,6,1,13,10,2,0,1,1,1,1,6,2,9,725,114,93,518,3.1144827586206896
Steven Knight Griffin,SKnightGriffin,,GA,U.S. House Georgia District 6,Representative,Regular,5/22/18,Lost,None,None,-9.4799995,6.9499998,No,White,No,No,No,No,No,No,,No,No,,,,,,,,,,,True,0,4,0,1,2,0,0,3,0,0,1,0,0,0,1,0,9,129,48,31,50,2.0310077519379846
Carolyn Bourdeaux,Carolyn4GA7,,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Advanced,Advanced,On the Ballot,-12.73,27.280001,Yes,White,No,No,No,No,No,No,,Yes,,,,,No,,,,,,,True,1,25,75,1,13,2,30,8,5,0,4,2,2,2,6,4,18,802,101,92,609,3.266832917705736
David Kim,DavidKim2018,,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Advanced,Lost,None,-12.73,25.98,No,Nonwhite,No,No,No,Yes,No,No,,No,,,,,No,,,,,,,True,0,29,53,2,21,1,44,9,6,0,3,1,1,2,1,7,28,754,154,112,488,2.885941644562334
Ethan Pham,VoteEthanPham,,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,-12.73,17.84,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,,True,0,22,3,1,9,0,2,1,1,0,1,0,0,0,0,0,8,306,24,28,254,3.503267973856209
Kathleen Allen,,,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,-12.73,11.02,No,White,No,No,No,No,No,No,,No,,,,,Yes,,,,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,
Melissa Davis,DavisforGA,,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,-12.73,13.67,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,,True,0,15,6,0,1,0,2,0,0,0,2,1,1,1,0,2,16,441,60,65,316,3.1609977324263037
Steve Reilly,SteveReilly2018,,GA,U.S. House Georgia District 7,Representative,Regular,5/22/18,Lost,None,None,-12.73,4.1999998,No,White,Yes,No,No,No,No,No,,No,,,,,No,,,,,,,True,0,15,2,0,3,0,4,3,5,0,6,0,0,0,0,1,38,278,62,36,180,2.8489208633093526
Dave Cooper,RealDavidCooper,,GA,U.S. House Georgia District 9,Representative,Regular,5/22/18,Lost,None,None,-60.810001,47.27,No,White,Yes,No,No,No,No,No,,,,,,,No,,,Yes,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh McCall,Mccallforall,,GA,U.S. House Georgia District 9,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-60.810001,52.73,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,No,,,,True,1,177,253,58,192,81,51,114,45,5,13,29,29,31,17,11,474,3260,1105,914,1241,2.083435582822086
Andy McGuire,DrAndyMcGuire,,IA,Governor of Iowa,Governor,Regular,6/5/18,Lost,None,None,-8.1400003,5.25,No,White,No,No,No,No,Yes,No,,,No,,,,No,,No,,No,,,True,0,16,69,8,4,0,22,6,1,0,13,6,6,6,10,4,8,598,107,98,393,2.9565217391304346
Cathy Glasson,CathyGlasson,,IA,Governor of Iowa,Governor,Regular,6/5/18,Lost,None,None,-8.1400003,20.549999,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,Yes,,Yes,,,True,4,29,96,10,10,0,17,52,1,0,4,7,7,7,0,1,7,591,125,127,339,2.72419627749577
Fred Hubbell,FredHubbell,,IA,Governor of Iowa,Governor,Regular,6/5/18,Advanced,None,On the Ballot,-8.1400003,55.41,Yes,White,No,No,No,Yes,No,No,,,No,,,,No,,No,,No,,,True,0,3,213,2,0,0,98,46,9,0,9,1,1,3,2,1,4,956,300,137,519,2.4581589958158996
John Norris,JohnNorrisIA,,IA,Governor of Iowa,Governor,Regular,6/5/18,Lost,None,None,-8.1400003,11.44,No,White,No,No,No,No,No,Yes,,,No,,,,No,,No,,No,,,True,0,9,15,4,3,0,15,8,3,0,5,1,1,2,3,1,2,366,45,42,279,3.278688524590164
Nate Boulton,NateBoulton,,IA,Governor of Iowa,Governor,Regular,6/5/18,Lost,None,None,-8.1400003,4.9699998,No,White,No,No,Yes,No,No,No,,,No,,,,No,,No,,No,,,True,0,8,84,12,7,0,53,58,4,0,9,3,3,5,5,2,6,764,101,99,564,3.212041884816754
Ross Wilburn,letsbeiowa,,IA,Governor of Iowa,Governor,Regular,6/5/18,Lost,None,None,-8.1400003,2.1700001,No,Nonwhite,No,No,No,No,No,No,,,No,,,,No,,No,,No,,,True,0,10,12,1,2,0,16,11,0,0,10,2,2,2,5,3,0,334,20,44,270,3.497005988023952
Abby Finkenauer,Abby4Iowa,,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-1.73,66.800003,Yes,White,No,No,Yes,No,No,No,Yes,Yes,,Yes,,,,,,,,,,True,3,3,24,5,3,0,7,24,14,0,2,0,0,2,0,3,21,530,112,60,358,2.9283018867924526
Courtney Rowe,RoweCourtneylr7,,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Lost,None,None,-1.73,7.5900002,No,White,No,No,No,No,Yes,No,No,No,,No,,,,Yes,,,,,,True,1,10,5,1,0,2,2,1,0,0,0,3,3,3,11,2,14,206,76,45,85,2.087378640776699
George Ramsey,SenatorRobHogg,,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Lost,None,None,-1.73,6.369999900000002,No,Nonwhite,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,True,0,6,57,1,12,0,43,88,105,0,77,3,3,3,0,7,76,1140,466,192,482,2.0280701754385966
Thomas Heckroth,HeckrothForIowa,,IA,U.S. House Iowa District 1,Representative,Regular,6/5/18,Lost,None,None,-1.73,19.120001,No,White,No,No,No,No,No,Yes,No,No,,No,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cindy Axne,Axne4Congress,,IA,U.S. House Iowa District 3,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-4.1100001000000015,57.799999,Yes,White,No,No,No,No,No,No,Yes,Yes,,,,No,No,,,,,,,True,2,5,82,5,2,0,11,20,18,0,5,0,0,1,3,3,29,605,129,72,404,2.909090909090909
Eddie Mauro,eddiejmauro,,IA,U.S. House Iowa District 3,Representative,Regular,6/5/18,Lost,None,None,-4.1100001000000015,26.35,No,White,No,No,No,Yes,No,No,No,No,,,,No,No,,,,,,,True,0,10,4,2,6,1,9,3,2,0,1,0,0,0,2,1,13,221,30,27,164,3.2126696832579187
Pete D'Alessandro,peteforiowa,,IA,U.S. House Iowa District 3,Representative,Regular,6/5/18,Lost,None,None,-4.1100001000000015,15.58,No,White,No,No,No,No,No,No,No,No,,,,Yes,Yes,,,,,,,True,2,13,23,0,1,0,0,5,2,0,5,1,1,1,0,0,9,270,50,51,169,2.8814814814814813
J.D. Scholten,scholten4iowa,,IA,U.S. House Iowa District 4,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-25.110001,51.259998,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,,Yes,,,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
John Paschen,apaschenforiowa,,IA,U.S. House Iowa District 4,Representative,Regular,6/5/18,Lost,None,None,-25.110001,16.719998999999998,No,White,No,No,No,No,Yes,No,,,,,,,No,,,,No,,,True,0,39,16,5,10,1,3,4,2,1,0,0,0,0,2,1,14,667,93,104,470,3.130434782608696
Leann Jacobsen,LeannForIowa,,IA,U.S. House Iowa District 4,Representative,Regular,6/5/18,Lost,None,None,-25.110001,31.92,No,White,No,No,Yes,No,No,No,,,,,,,No,,,,No,,,True,0,4,18,3,7,0,7,8,2,0,1,2,2,3,0,3,15,288,55,52,181,2.875
A.J. Balukoff,,,ID,Governor of Idaho,Governor,Regular,5/15/18,Lost,None,None,-34.330002,40.099998,No,White,No,No,No,Yes,No,No,,,,,,,No,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,
Paulette E. Jordan,PauletteEJordan,,ID,Governor of Idaho,Governor,Regular,5/15/18,Advanced,None,On the Ballot,-34.330002,58.400002,Yes,Nonwhite,No,No,Yes,No,No,No,,,,,,,Yes,,,Yes,,,,True,2,6,32,2,0,0,22,8,1,0,5,0,0,0,0,8,0,395,35,32,328,3.4835443037974683
Peter Dill,,,ID,Governor of Idaho,Governor,Regular,5/15/18,Lost,None,None,-34.330002,1.4,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,
Christina McNeil,ForMcneil,,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-39.43,69.699997,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,10,3.6363636363636362
James Vandermaas,ibdmoose,,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,None,-39.43,15.8,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.0
Michael Smith,,,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,None,-39.43,14.5,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Aaron Swisher,SwisherforIdaho,,ID,U.S. House Idaho District 2,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-28.809999,67.599998,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,2,9,0,10,2,8,27,9,0,7,0,0,0,1,1,17,282,77,40,165,2.624113475177305
Peter Rickards,,,ID,U.S. House Idaho District 2,Representative,Regular,5/15/18,Lost,None,None,-28.809999,32.400002,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,
Bob Daiber,BobDaiber,,IL,Governor of Illinois,Governor,Regular,3/20/18,Lost,None,None,14.48,1.1,No,White,No,No,Yes,No,No,No,,,,,,,No,,,No,,,,True,0,1,2,0,3,0,9,8,1,0,0,0,0,0,1,3,0,223,15,34,174,3.4260089686098656
Chris Kennedy,KennedyforIL,,IL,Governor of Illinois,Governor,Regular,3/20/18,Lost,None,None,14.48,24.4,No,White,No,No,No,Yes,No,No,,,,,,,No,,,No,,,,True,0,23,14,4,3,0,25,23,9,0,8,0,0,3,4,4,14,520,104,94,322,2.8384615384615386
Daniel K. Biss,DanielBiss,,IL,Governor of Illinois,Governor,Regular,3/20/18,Lost,None,None,14.48,26.700001,No,White,No,No,Yes,No,Yes,No,,,,,,,Yes,,,Yes,,,,True,2,23,51,3,17,5,34,43,23,0,15,3,3,3,23,1,76,1354,310,319,725,2.6129985228951256
J.B. Pritzker,JBPritzker,,IL,Governor of Illinois,Governor,Regular,3/20/18,Advanced,None,On the Ballot,14.48,45.099998,Yes,White,No,No,No,Yes,No,No,,,,,,,No,,,No,,,,True,0,35,62,8,33,10,60,77,4,0,21,1,1,3,40,10,108,1715,284,213,1218,3.089212827988338
Robert Marshall,GovDrMarshall,,IL,Governor of Illinois,Governor,Regular,3/20/18,Lost,None,None,14.48,1.1,No,White,Yes,No,No,No,Yes,No,,,,,,,No,,,No,,,,True,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,168,43,40,85,2.5
Tio Hardiman,TioHardiman,,IL,Governor of Illinois,Governor,Regular,3/20/18,Lost,None,None,14.48,1.6,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,No,,,,True,0,39,2,0,4,0,2,2,1,0,4,0,0,0,5,0,75,1256,234,211,811,2.9187898089171975
Brendan Kelly,Kelly4SouthrnIL,,IL,U.S. House Illinois District 12,Representative,Regular,3/20/18,Advanced,None,On the Ballot,-13.26,81.0,Yes,White,Yes,No,No,No,No,No,Yes,,,Yes,,,,,,,,Yes,,True,3,0,28,0,2,0,2,27,0,0,10,3,3,3,0,4,6,524,73,75,376,3.1564885496183206
David Bequette,dbequette,,IL,U.S. House Illinois District 12,Representative,Regular,3/20/18,Lost,None,None,-13.26,19.0,No,White,Yes,No,No,No,No,No,No,,,No,,,,,,,,No,,True,0,16,6,1,3,0,0,2,0,0,3,0,0,0,0,1,61,280,52,68,160,2.7714285714285714
Angel Sides,AngelS4Congress,,IL,U.S. House Illinois District 13,Representative,Regular,3/20/18,Lost,None,None,-6.73,4.1999998,No,White,No,No,No,No,No,No,No,No,,,,,,No,,,,,,True,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,7,89,20,28,41,2.4719101123595504
Betsy Londrigan,BetsyforIL,,IL,U.S. House Illinois District 13,Representative,Regular,3/20/18,Advanced,None,On the Ballot,-6.73,45.700001,Yes,White,No,No,No,No,No,No,Yes,Yes,,,,,,No,,,,,,True,2,10,86,1,2,1,7,19,6,0,4,1,1,1,0,2,28,552,102,79,371,2.9746376811594204
